season,week,game_type,home_team,away_team,home_score,away_score,result,total
2006,1,REG,PIT,MIA,28.0,17.0,11.0,45.0
2006,1,REG,CAR,ATL,6.0,20.0,-14.0,26.0
2006,1,REG,CLE,NO,14.0,19.0,-5.0,33.0
2006,1,REG,DET,SEA,6.0,9.0,-3.0,15.0
2006,1,REG,HOU,PHI,10.0,24.0,-14.0,34.0
2006,1,REG,KC,CIN,10.0,23.0,-13.0,33.0
2006,1,REG,NE,BUF,19.0,17.0,2.0,36.0
2006,1,REG,STL,DEN,18.0,10.0,8.0,28.0
2006,1,REG,TB,BAL,0.0,27.0,-27.0,27.0
2006,1,REG,TEN,NYJ,16.0,23.0,-7.0,39.0
2006,1,REG,ARI,SF,34.0,27.0,7.0,61.0
2006,1,REG,GB,CHI,0.0,26.0,-26.0,26.0
2006,1,REG,JAX,DAL,24.0,17.0,7.0,41.0
2006,1,REG,NYG,IND,21.0,26.0,-5.0,47.0
2006,1,REG,WAS,MIN,16.0,19.0,-3.0,35.0
2006,1,REG,OAK,SD,0.0,27.0,-27.0,27.0
2006,2,REG,ATL,TB,14.0,3.0,11.0,17.0
2006,2,REG,BAL,OAK,28.0,6.0,22.0,34.0
2006,2,REG,CHI,DET,34.0,7.0,27.0,41.0
2006,2,REG,CIN,CLE,34.0,17.0,17.0,51.0
2006,2,REG,GB,NO,27.0,34.0,-7.0,61.0
2006,2,REG,IND,HOU,43.0,24.0,19.0,67.0
2006,2,REG,MIA,BUF,6.0,16.0,-10.0,22.0
2006,2,REG,MIN,CAR,16.0,13.0,3.0,29.0
2006,2,REG,PHI,NYG,24.0,30.0,-6.0,54.0
2006,2,REG,SEA,ARI,21.0,10.0,11.0,31.0
2006,2,REG,SF,STL,20.0,13.0,7.0,33.0
2006,2,REG,DEN,KC,9.0,6.0,3.0,15.0
2006,2,REG,NYJ,NE,17.0,24.0,-7.0,41.0
2006,2,REG,SD,TEN,40.0,7.0,33.0,47.0
2006,2,REG,DAL,WAS,27.0,10.0,17.0,37.0
2006,2,REG,JAX,PIT,9.0,0.0,9.0,9.0
2006,3,REG,BUF,NYJ,20.0,28.0,-8.0,48.0
2006,3,REG,DET,GB,24.0,31.0,-7.0,55.0
2006,3,REG,HOU,WAS,15.0,31.0,-16.0,46.0
2006,3,REG,IND,JAX,21.0,14.0,7.0,35.0
2006,3,REG,MIA,TEN,13.0,10.0,3.0,23.0
2006,3,REG,MIN,CHI,16.0,19.0,-3.0,35.0
2006,3,REG,PIT,CIN,20.0,28.0,-8.0,48.0
2006,3,REG,TB,CAR,24.0,26.0,-2.0,50.0
2006,3,REG,CLE,BAL,14.0,15.0,-1.0,29.0
2006,3,REG,ARI,STL,14.0,16.0,-2.0,30.0
2006,3,REG,SEA,NYG,42.0,30.0,12.0,72.0
2006,3,REG,SF,PHI,24.0,38.0,-14.0,62.0
2006,3,REG,NE,DEN,7.0,17.0,-10.0,24.0
2006,3,REG,NO,ATL,23.0,3.0,20.0,26.0
2006,4,REG,ATL,ARI,32.0,10.0,22.0,42.0
2006,4,REG,BAL,SD,16.0,13.0,3.0,29.0
2006,4,REG,BUF,MIN,17.0,12.0,5.0,29.0
2006,4,REG,CAR,NO,21.0,18.0,3.0,39.0
2006,4,REG,HOU,MIA,17.0,15.0,2.0,32.0
2006,4,REG,KC,SF,41.0,0.0,41.0,41.0
2006,4,REG,NYJ,IND,28.0,31.0,-3.0,59.0
2006,4,REG,TEN,DAL,14.0,45.0,-31.0,59.0
2006,4,REG,STL,DET,41.0,34.0,7.0,75.0
2006,4,REG,CIN,NE,13.0,38.0,-25.0,51.0
2006,4,REG,OAK,CLE,21.0,24.0,-3.0,45.0
2006,4,REG,WAS,JAX,36.0,30.0,6.0,66.0
2006,4,REG,CHI,SEA,37.0,6.0,31.0,43.0
2006,4,REG,PHI,GB,31.0,9.0,22.0,40.0
2006,5,REG,CAR,CLE,20.0,12.0,8.0,32.0
2006,5,REG,CHI,BUF,40.0,7.0,33.0,47.0
2006,5,REG,GB,STL,20.0,23.0,-3.0,43.0
2006,5,REG,IND,TEN,14.0,13.0,1.0,27.0
2006,5,REG,MIN,DET,26.0,17.0,9.0,43.0
2006,5,REG,NE,MIA,20.0,10.0,10.0,30.0
2006,5,REG,NO,TB,24.0,21.0,3.0,45.0
2006,5,REG,NYG,WAS,19.0,3.0,16.0,22.0
2006,5,REG,ARI,KC,20.0,23.0,-3.0,43.0
2006,5,REG,JAX,NYJ,41.0,0.0,41.0,41.0
2006,5,REG,SF,OAK,34.0,20.0,14.0,54.0
2006,5,REG,PHI,DAL,38.0,24.0,14.0,62.0
2006,5,REG,SD,PIT,23.0,13.0,10.0,36.0
2006,5,REG,DEN,BAL,13.0,3.0,10.0,16.0
2006,6,REG,ATL,NYG,14.0,27.0,-13.0,41.0
2006,6,REG,BAL,CAR,21.0,23.0,-2.0,44.0
2006,6,REG,DAL,HOU,34.0,6.0,28.0,40.0
2006,6,REG,DET,BUF,20.0,17.0,3.0,37.0
2006,6,REG,NO,PHI,27.0,24.0,3.0,51.0
2006,6,REG,STL,SEA,28.0,30.0,-2.0,58.0
2006,6,REG,TB,CIN,14.0,13.0,1.0,27.0
2006,6,REG,WAS,TEN,22.0,25.0,-3.0,47.0
2006,6,REG,NYJ,MIA,20.0,17.0,3.0,37.0
2006,6,REG,PIT,KC,45.0,7.0,38.0,52.0
2006,6,REG,SF,SD,19.0,48.0,-29.0,67.0
2006,6,REG,DEN,OAK,13.0,3.0,10.0,16.0
2006,6,REG,ARI,CHI,23.0,24.0,-1.0,47.0
2006,7,REG,ATL,PIT,41.0,38.0,3.0,79.0
2006,7,REG,BUF,NE,6.0,28.0,-22.0,34.0
2006,7,REG,CIN,CAR,17.0,14.0,3.0,31.0
2006,7,REG,HOU,JAX,27.0,7.0,20.0,34.0
2006,7,REG,KC,SD,30.0,27.0,3.0,57.0
2006,7,REG,MIA,GB,24.0,34.0,-10.0,58.0
2006,7,REG,NYJ,DET,31.0,24.0,7.0,55.0
2006,7,REG,TB,PHI,23.0,21.0,2.0,44.0
2006,7,REG,CLE,DEN,7.0,17.0,-10.0,24.0
2006,7,REG,IND,WAS,36.0,22.0,14.0,58.0
2006,7,REG,OAK,ARI,22.0,9.0,13.0,31.0
2006,7,REG,SEA,MIN,13.0,31.0,-18.0,44.0
2006,7,REG,DAL,NYG,22.0,36.0,-14.0,58.0
2006,8,REG,CHI,SF,41.0,10.0,31.0,51.0
2006,8,REG,CIN,ATL,27.0,29.0,-2.0,56.0
2006,8,REG,GB,ARI,31.0,14.0,17.0,45.0
2006,8,REG,KC,SEA,35.0,28.0,7.0,63.0
2006,8,REG,NO,BAL,22.0,35.0,-13.0,57.0
2006,8,REG,NYG,TB,17.0,3.0,14.0,20.0
2006,8,REG,PHI,JAX,6.0,13.0,-7.0,19.0
2006,8,REG,TEN,HOU,28.0,22.0,6.0,50.0
2006,8,REG,SD,STL,38.0,24.0,14.0,62.0
2006,8,REG,CLE,NYJ,20.0,13.0,7.0,33.0
2006,8,REG,DEN,IND,31.0,34.0,-3.0,65.0
2006,8,REG,OAK,PIT,20.0,13.0,7.0,33.0
2006,8,REG,CAR,DAL,14.0,35.0,-21.0,49.0
2006,8,REG,MIN,NE,7.0,31.0,-24.0,38.0
2006,9,REG,BAL,CIN,26.0,20.0,6.0,46.0
2006,9,REG,BUF,GB,24.0,10.0,14.0,34.0
2006,9,REG,CHI,MIA,13.0,31.0,-18.0,44.0
2006,9,REG,DET,ATL,30.0,14.0,16.0,44.0
2006,9,REG,JAX,TEN,37.0,7.0,30.0,44.0
2006,9,REG,NYG,HOU,14.0,10.0,4.0,24.0
2006,9,REG,STL,KC,17.0,31.0,-14.0,48.0
2006,9,REG,TB,NO,14.0,31.0,-17.0,45.0
2006,9,REG,WAS,DAL,22.0,19.0,3.0,41.0
2006,9,REG,SF,MIN,9.0,3.0,6.0,12.0
2006,9,REG,PIT,DEN,20.0,31.0,-11.0,51.0
2006,9,REG,SD,CLE,32.0,25.0,7.0,57.0
2006,9,REG,NE,IND,20.0,27.0,-7.0,47.0
2006,9,REG,SEA,OAK,16.0,0.0,16.0,16.0
2006,10,REG,ATL,CLE,13.0,17.0,-4.0,30.0
2006,10,REG,CIN,SD,41.0,49.0,-8.0,90.0
2006,10,REG,DET,SF,13.0,19.0,-6.0,32.0
2006,10,REG,IND,BUF,17.0,16.0,1.0,33.0
2006,10,REG,JAX,HOU,10.0,13.0,-3.0,23.0
2006,10,REG,MIA,KC,13.0,10.0,3.0,23.0
2006,10,REG,MIN,GB,17.0,23.0,-6.0,40.0
2006,10,REG,NE,NYJ,14.0,17.0,-3.0,31.0
2006,10,REG,PHI,WAS,27.0,3.0,24.0,30.0
2006,10,REG,TEN,BAL,26.0,27.0,-1.0,53.0
2006,10,REG,OAK,DEN,13.0,17.0,-4.0,30.0
2006,10,REG,ARI,DAL,10.0,27.0,-17.0,37.0
2006,10,REG,PIT,NO,38.0,31.0,7.0,69.0
2006,10,REG,SEA,STL,24.0,22.0,2.0,46.0
2006,10,REG,NYG,CHI,20.0,38.0,-18.0,58.0
2006,10,REG,CAR,TB,24.0,10.0,14.0,34.0
2006,11,REG,BAL,ATL,24.0,10.0,14.0,34.0
2006,11,REG,CAR,STL,15.0,0.0,15.0,15.0
2006,11,REG,CLE,PIT,20.0,24.0,-4.0,44.0
2006,11,REG,GB,NE,0.0,35.0,-35.0,35.0
2006,11,REG,HOU,BUF,21.0,24.0,-3.0,45.0
2006,11,REG,KC,OAK,17.0,13.0,4.0,30.0
2006,11,REG,MIA,MIN,24.0,20.0,4.0,44.0
2006,11,REG,NO,CIN,16.0,31.0,-15.0,47.0
2006,11,REG,NYJ,CHI,0.0,10.0,-10.0,10.0
2006,11,REG,PHI,TEN,13.0,31.0,-18.0,44.0
2006,11,REG,TB,WAS,20.0,17.0,3.0,37.0
2006,11,REG,ARI,DET,17.0,10.0,7.0,27.0
2006,11,REG,SF,SEA,20.0,14.0,6.0,34.0
2006,11,REG,DAL,IND,21.0,14.0,7.0,35.0
2006,11,REG,DEN,SD,27.0,35.0,-8.0,62.0
2006,11,REG,JAX,NYG,26.0,10.0,16.0,36.0
2006,12,REG,DET,MIA,10.0,27.0,-17.0,37.0
2006,12,REG,DAL,TB,38.0,10.0,28.0,48.0
2006,12,REG,KC,DEN,19.0,10.0,9.0,29.0
2006,12,REG,ATL,NO,13.0,31.0,-18.0,44.0
2006,12,REG,BAL,PIT,27.0,0.0,27.0,27.0
2006,12,REG,BUF,JAX,27.0,24.0,3.0,51.0
2006,12,REG,CLE,CIN,0.0,30.0,-30.0,30.0
2006,12,REG,MIN,ARI,31.0,26.0,5.0,57.0
2006,12,REG,NYJ,HOU,26.0,11.0,15.0,37.0
2006,12,REG,STL,SF,20.0,17.0,3.0,37.0
2006,12,REG,WAS,CAR,17.0,13.0,4.0,30.0
2006,12,REG,SD,OAK,21.0,14.0,7.0,35.0
2006,12,REG,NE,CHI,17.0,13.0,4.0,30.0
2006,12,REG,TEN,NYG,24.0,21.0,3.0,45.0
2006,12,REG,IND,PHI,45.0,21.0,24.0,66.0
2006,12,REG,SEA,GB,34.0,24.0,10.0,58.0
2006,13,REG,CIN,BAL,13.0,7.0,6.0,20.0
2006,13,REG,BUF,SD,21.0,24.0,-3.0,45.0
2006,13,REG,CHI,MIN,23.0,13.0,10.0,36.0
2006,13,REG,CLE,KC,31.0,28.0,3.0,59.0
2006,13,REG,GB,NYJ,10.0,38.0,-28.0,48.0
2006,13,REG,NE,DET,28.0,21.0,7.0,49.0
2006,13,REG,NO,SF,34.0,10.0,24.0,44.0
2006,13,REG,STL,ARI,20.0,34.0,-14.0,54.0
2006,13,REG,TEN,IND,20.0,17.0,3.0,37.0
2006,13,REG,WAS,ATL,14.0,24.0,-10.0,38.0
2006,13,REG,MIA,JAX,10.0,24.0,-14.0,34.0
2006,13,REG,OAK,HOU,14.0,23.0,-9.0,37.0
2006,13,REG,NYG,DAL,20.0,23.0,-3.0,43.0
2006,13,REG,PIT,TB,20.0,3.0,17.0,23.0
2006,13,REG,DEN,SEA,20.0,23.0,-3.0,43.0
2006,13,REG,PHI,CAR,27.0,24.0,3.0,51.0
2006,14,REG,PIT,CLE,27.0,7.0,20.0,34.0
2006,14,REG,CAR,NYG,13.0,27.0,-14.0,40.0
2006,14,REG,CIN,OAK,27.0,10.0,17.0,37.0
2006,14,REG,DET,MIN,20.0,30.0,-10.0,50.0
2006,14,REG,HOU,TEN,20.0,26.0,-6.0,46.0
2006,14,REG,JAX,IND,44.0,17.0,27.0,61.0
2006,14,REG,KC,BAL,10.0,20.0,-10.0,30.0
2006,14,REG,MIA,NE,21.0,0.0,21.0,21.0
2006,14,REG,TB,ATL,6.0,17.0,-11.0,23.0
2006,14,REG,WAS,PHI,19.0,21.0,-2.0,40.0
2006,14,REG,ARI,SEA,27.0,21.0,6.0,48.0
2006,14,REG,SF,GB,19.0,30.0,-11.0,49.0
2006,14,REG,NYJ,BUF,13.0,31.0,-18.0,44.0
2006,14,REG,SD,DEN,48.0,20.0,28.0,68.0
2006,14,REG,DAL,NO,17.0,42.0,-25.0,59.0
2006,14,REG,STL,CHI,27.0,42.0,-15.0,69.0
2006,15,REG,SEA,SF,14.0,24.0,-10.0,38.0
2006,15,REG,ATL,DAL,28.0,38.0,-10.0,66.0
2006,15,REG,BAL,CLE,27.0,17.0,10.0,44.0
2006,15,REG,BUF,MIA,21.0,0.0,21.0,21.0
2006,15,REG,CAR,PIT,3.0,37.0,-34.0,40.0
2006,15,REG,CHI,TB,34.0,31.0,3.0,65.0
2006,15,REG,GB,DET,17.0,9.0,8.0,26.0
2006,15,REG,MIN,NYJ,13.0,26.0,-13.0,39.0
2006,15,REG,NE,HOU,40.0,7.0,33.0,47.0
2006,15,REG,NO,WAS,10.0,16.0,-6.0,26.0
2006,15,REG,TEN,JAX,24.0,17.0,7.0,41.0
2006,15,REG,ARI,DEN,20.0,37.0,-17.0,57.0
2006,15,REG,NYG,PHI,22.0,36.0,-14.0,58.0
2006,15,REG,OAK,STL,0.0,20.0,-20.0,20.0
2006,15,REG,SD,KC,20.0,9.0,11.0,29.0
2006,15,REG,IND,CIN,34.0,16.0,18.0,50.0
2006,16,REG,GB,MIN,9.0,7.0,2.0,16.0
2006,16,REG,OAK,KC,9.0,20.0,-11.0,29.0
2006,16,REG,ATL,CAR,3.0,10.0,-7.0,13.0
2006,16,REG,BUF,TEN,29.0,30.0,-1.0,59.0
2006,16,REG,CLE,TB,7.0,22.0,-15.0,29.0
2006,16,REG,DET,CHI,21.0,26.0,-5.0,47.0
2006,16,REG,HOU,IND,27.0,24.0,3.0,51.0
2006,16,REG,JAX,NE,21.0,24.0,-3.0,45.0
2006,16,REG,NYG,NO,7.0,30.0,-23.0,37.0
2006,16,REG,PIT,BAL,7.0,31.0,-24.0,38.0
2006,16,REG,STL,WAS,37.0,31.0,6.0,68.0
2006,16,REG,SF,ARI,20.0,26.0,-6.0,46.0
2006,16,REG,DEN,CIN,24.0,23.0,1.0,47.0
2006,16,REG,SEA,SD,17.0,20.0,-3.0,37.0
2006,16,REG,DAL,PHI,7.0,23.0,-16.0,30.0
2006,16,REG,MIA,NYJ,10.0,13.0,-3.0,23.0
2006,17,REG,WAS,NYG,28.0,34.0,-6.0,62.0
2006,17,REG,CIN,PIT,17.0,23.0,-6.0,40.0
2006,17,REG,DAL,DET,31.0,39.0,-8.0,70.0
2006,17,REG,HOU,CLE,14.0,6.0,8.0,20.0
2006,17,REG,KC,JAX,35.0,30.0,5.0,65.0
2006,17,REG,MIN,STL,21.0,41.0,-20.0,62.0
2006,17,REG,NO,CAR,21.0,31.0,-10.0,52.0
2006,17,REG,NYJ,OAK,23.0,3.0,20.0,26.0
2006,17,REG,TB,SEA,7.0,23.0,-16.0,30.0
2006,17,REG,TEN,NE,23.0,40.0,-17.0,63.0
2006,17,REG,BAL,BUF,19.0,7.0,12.0,26.0
2006,17,REG,DEN,SF,23.0,26.0,-3.0,49.0
2006,17,REG,IND,MIA,27.0,22.0,5.0,49.0
2006,17,REG,PHI,ATL,24.0,17.0,7.0,41.0
2006,17,REG,SD,ARI,27.0,20.0,7.0,47.0
2006,17,REG,CHI,GB,7.0,26.0,-19.0,33.0
2006,18,WC,IND,KC,23.0,8.0,15.0,31.0
2006,18,WC,SEA,DAL,21.0,20.0,1.0,41.0
2006,18,WC,NE,NYJ,37.0,16.0,21.0,53.0
2006,18,WC,PHI,NYG,23.0,20.0,3.0,43.0
2006,19,DIV,BAL,IND,6.0,15.0,-9.0,21.0
2006,19,DIV,NO,PHI,27.0,24.0,3.0,51.0
2006,19,DIV,CHI,SEA,27.0,24.0,3.0,51.0
2006,19,DIV,SD,NE,21.0,24.0,-3.0,45.0
2006,20,CON,CHI,NO,39.0,14.0,25.0,53.0
2006,20,CON,IND,NE,38.0,34.0,4.0,72.0
2006,21,SB,CHI,IND,17.0,29.0,-12.0,46.0
2007,1,REG,IND,NO,41.0,10.0,31.0,51.0
2007,1,REG,BUF,DEN,14.0,15.0,-1.0,29.0
2007,1,REG,CLE,PIT,7.0,34.0,-27.0,41.0
2007,1,REG,GB,PHI,16.0,13.0,3.0,29.0
2007,1,REG,HOU,KC,20.0,3.0,17.0,23.0
2007,1,REG,JAX,TEN,10.0,13.0,-3.0,23.0
2007,1,REG,MIN,ATL,24.0,3.0,21.0,27.0
2007,1,REG,NYJ,NE,14.0,38.0,-24.0,52.0
2007,1,REG,STL,CAR,13.0,27.0,-14.0,40.0
2007,1,REG,WAS,MIA,16.0,13.0,3.0,29.0
2007,1,REG,OAK,DET,21.0,36.0,-15.0,57.0
2007,1,REG,SD,CHI,14.0,3.0,11.0,17.0
2007,1,REG,SEA,TB,20.0,6.0,14.0,26.0
2007,1,REG,DAL,NYG,45.0,35.0,10.0,80.0
2007,1,REG,CIN,BAL,27.0,20.0,7.0,47.0
2007,1,REG,SF,ARI,20.0,17.0,3.0,37.0
2007,2,REG,CAR,HOU,21.0,34.0,-13.0,55.0
2007,2,REG,CLE,CIN,51.0,45.0,6.0,96.0
2007,2,REG,JAX,ATL,13.0,7.0,6.0,20.0
2007,2,REG,NYG,GB,13.0,35.0,-22.0,48.0
2007,2,REG,PIT,BUF,26.0,3.0,23.0,29.0
2007,2,REG,STL,SF,16.0,17.0,-1.0,33.0
2007,2,REG,TB,NO,31.0,14.0,17.0,45.0
2007,2,REG,TEN,IND,20.0,22.0,-2.0,42.0
2007,2,REG,ARI,SEA,23.0,20.0,3.0,43.0
2007,2,REG,DET,MIN,20.0,17.0,3.0,37.0
2007,2,REG,MIA,DAL,20.0,37.0,-17.0,57.0
2007,2,REG,BAL,NYJ,20.0,13.0,7.0,33.0
2007,2,REG,CHI,KC,20.0,10.0,10.0,30.0
2007,2,REG,DEN,OAK,23.0,20.0,3.0,43.0
2007,2,REG,NE,SD,38.0,14.0,24.0,52.0
2007,2,REG,PHI,WAS,12.0,20.0,-8.0,32.0
2007,3,REG,BAL,ARI,26.0,23.0,3.0,49.0
2007,3,REG,GB,SD,31.0,24.0,7.0,55.0
2007,3,REG,HOU,IND,24.0,30.0,-6.0,54.0
2007,3,REG,KC,MIN,13.0,10.0,3.0,23.0
2007,3,REG,NE,BUF,38.0,7.0,31.0,45.0
2007,3,REG,NYJ,MIA,31.0,28.0,3.0,59.0
2007,3,REG,PHI,DET,56.0,21.0,35.0,77.0
2007,3,REG,PIT,SF,37.0,16.0,21.0,53.0
2007,3,REG,TB,STL,24.0,3.0,21.0,27.0
2007,3,REG,DEN,JAX,14.0,23.0,-9.0,37.0
2007,3,REG,OAK,CLE,26.0,24.0,2.0,50.0
2007,3,REG,SEA,CIN,24.0,21.0,3.0,45.0
2007,3,REG,ATL,CAR,20.0,27.0,-7.0,47.0
2007,3,REG,WAS,NYG,17.0,24.0,-7.0,41.0
2007,3,REG,CHI,DAL,10.0,34.0,-24.0,44.0
2007,3,REG,NO,TEN,14.0,31.0,-17.0,45.0
2007,4,REG,ATL,HOU,26.0,16.0,10.0,42.0
2007,4,REG,BUF,NYJ,17.0,14.0,3.0,31.0
2007,4,REG,CLE,BAL,27.0,13.0,14.0,40.0
2007,4,REG,DAL,STL,35.0,7.0,28.0,42.0
2007,4,REG,DET,CHI,37.0,27.0,10.0,64.0
2007,4,REG,MIA,OAK,17.0,35.0,-18.0,52.0
2007,4,REG,MIN,GB,16.0,23.0,-7.0,39.0
2007,4,REG,CAR,TB,7.0,20.0,-13.0,27.0
2007,4,REG,SF,SEA,3.0,23.0,-20.0,26.0
2007,4,REG,ARI,PIT,21.0,14.0,7.0,35.0
2007,4,REG,IND,DEN,38.0,20.0,18.0,58.0
2007,4,REG,SD,KC,16.0,30.0,-14.0,46.0
2007,4,REG,NYG,PHI,16.0,3.0,13.0,19.0
2007,4,REG,CIN,NE,13.0,34.0,-21.0,47.0
2007,5,REG,HOU,MIA,22.0,19.0,3.0,41.0
2007,5,REG,KC,JAX,7.0,17.0,-10.0,24.0
2007,5,REG,NE,CLE,34.0,17.0,17.0,51.0
2007,5,REG,NO,CAR,13.0,16.0,-3.0,29.0
2007,5,REG,NYG,NYJ,35.0,24.0,11.0,59.0
2007,5,REG,PIT,SEA,21.0,0.0,21.0,21.0
2007,5,REG,STL,ARI,31.0,34.0,-3.0,65.0
2007,5,REG,TEN,ATL,20.0,13.0,7.0,33.0
2007,5,REG,WAS,DET,34.0,3.0,31.0,37.0
2007,5,REG,IND,TB,33.0,14.0,19.0,47.0
2007,5,REG,DEN,SD,3.0,41.0,-38.0,44.0
2007,5,REG,SF,BAL,7.0,9.0,-2.0,16.0
2007,5,REG,GB,CHI,20.0,27.0,-7.0,47.0
2007,5,REG,BUF,DAL,24.0,25.0,-1.0,49.0
2007,6,REG,BAL,STL,22.0,3.0,19.0,25.0
2007,6,REG,CHI,MIN,31.0,34.0,-3.0,65.0
2007,6,REG,CLE,MIA,41.0,31.0,10.0,72.0
2007,6,REG,GB,WAS,17.0,14.0,3.0,31.0
2007,6,REG,JAX,HOU,37.0,17.0,20.0,54.0
2007,6,REG,KC,CIN,27.0,20.0,7.0,47.0
2007,6,REG,NYJ,PHI,9.0,16.0,-7.0,25.0
2007,6,REG,TB,TEN,13.0,10.0,3.0,23.0
2007,6,REG,ARI,CAR,10.0,25.0,-15.0,35.0
2007,6,REG,DAL,NE,27.0,48.0,-21.0,75.0
2007,6,REG,SD,OAK,28.0,14.0,14.0,42.0
2007,6,REG,SEA,NO,17.0,28.0,-11.0,45.0
2007,6,REG,ATL,NYG,10.0,31.0,-21.0,41.0
2007,7,REG,BUF,BAL,19.0,14.0,5.0,33.0
2007,7,REG,DET,TB,23.0,16.0,7.0,39.0
2007,7,REG,HOU,TEN,36.0,38.0,-2.0,74.0
2007,7,REG,MIA,NE,28.0,49.0,-21.0,77.0
2007,7,REG,NO,ATL,22.0,16.0,6.0,38.0
2007,7,REG,NYG,SF,33.0,15.0,18.0,48.0
2007,7,REG,WAS,ARI,21.0,19.0,2.0,40.0
2007,7,REG,CIN,NYJ,38.0,31.0,7.0,69.0
2007,7,REG,OAK,KC,10.0,12.0,-2.0,22.0
2007,7,REG,DAL,MIN,24.0,14.0,10.0,38.0
2007,7,REG,PHI,CHI,16.0,19.0,-3.0,35.0
2007,7,REG,SEA,STL,33.0,6.0,27.0,39.0
2007,7,REG,DEN,PIT,31.0,28.0,3.0,59.0
2007,7,REG,JAX,IND,7.0,29.0,-22.0,36.0
2007,8,REG,CAR,IND,7.0,31.0,-24.0,38.0
2007,8,REG,CHI,DET,7.0,16.0,-9.0,23.0
2007,8,REG,CIN,PIT,13.0,24.0,-11.0,37.0
2007,8,REG,MIA,NYG,10.0,13.0,-3.0,23.0
2007,8,REG,MIN,PHI,16.0,23.0,-7.0,39.0
2007,8,REG,STL,CLE,20.0,27.0,-7.0,47.0
2007,8,REG,TEN,OAK,13.0,9.0,4.0,22.0
2007,8,REG,NYJ,BUF,3.0,13.0,-10.0,16.0
2007,8,REG,SD,HOU,35.0,10.0,25.0,45.0
2007,8,REG,TB,JAX,23.0,24.0,-1.0,47.0
2007,8,REG,NE,WAS,52.0,7.0,45.0,59.0
2007,8,REG,SF,NO,10.0,31.0,-21.0,41.0
2007,8,REG,DEN,GB,13.0,19.0,-6.0,32.0
2007,9,REG,ATL,SF,20.0,16.0,4.0,36.0
2007,9,REG,BUF,CIN,33.0,21.0,12.0,54.0
2007,9,REG,DET,DEN,44.0,7.0,37.0,51.0
2007,9,REG,KC,GB,22.0,33.0,-11.0,55.0
2007,9,REG,MIN,SD,35.0,17.0,18.0,52.0
2007,9,REG,NO,JAX,41.0,24.0,17.0,65.0
2007,9,REG,NYJ,WAS,20.0,23.0,-3.0,43.0
2007,9,REG,TB,ARI,17.0,10.0,7.0,27.0
2007,9,REG,TEN,CAR,20.0,7.0,13.0,27.0
2007,9,REG,CLE,SEA,33.0,30.0,3.0,63.0
2007,9,REG,IND,NE,20.0,24.0,-4.0,44.0
2007,9,REG,OAK,HOU,17.0,24.0,-7.0,41.0
2007,9,REG,PHI,DAL,17.0,38.0,-21.0,55.0
2007,9,REG,PIT,BAL,38.0,7.0,31.0,45.0
2007,10,REG,CAR,ATL,13.0,20.0,-7.0,33.0
2007,10,REG,GB,MIN,34.0,0.0,34.0,34.0
2007,10,REG,KC,DEN,11.0,27.0,-16.0,38.0
2007,10,REG,MIA,BUF,10.0,13.0,-3.0,23.0
2007,10,REG,NO,STL,29.0,37.0,-8.0,66.0
2007,10,REG,PIT,CLE,31.0,28.0,3.0,59.0
2007,10,REG,TEN,JAX,13.0,28.0,-15.0,41.0
2007,10,REG,WAS,PHI,25.0,33.0,-8.0,58.0
2007,10,REG,BAL,CIN,7.0,21.0,-14.0,28.0
2007,10,REG,ARI,DET,31.0,21.0,10.0,52.0
2007,10,REG,NYG,DAL,20.0,31.0,-11.0,51.0
2007,10,REG,OAK,CHI,6.0,17.0,-11.0,23.0
2007,10,REG,SD,IND,23.0,21.0,2.0,44.0
2007,10,REG,SEA,SF,24.0,0.0,24.0,24.0
2007,11,REG,ATL,TB,7.0,31.0,-24.0,38.0
2007,11,REG,BAL,CLE,30.0,33.0,-3.0,63.0
2007,11,REG,CIN,ARI,27.0,35.0,-8.0,62.0
2007,11,REG,DET,NYG,10.0,16.0,-6.0,26.0
2007,11,REG,GB,CAR,31.0,17.0,14.0,48.0
2007,11,REG,HOU,NO,23.0,10.0,13.0,33.0
2007,11,REG,IND,KC,13.0,10.0,3.0,23.0
2007,11,REG,JAX,SD,24.0,17.0,7.0,41.0
2007,11,REG,MIN,OAK,29.0,22.0,7.0,51.0
2007,11,REG,PHI,MIA,17.0,7.0,10.0,24.0
2007,11,REG,NYJ,PIT,19.0,16.0,3.0,35.0
2007,11,REG,DAL,WAS,28.0,23.0,5.0,51.0
2007,11,REG,SEA,CHI,30.0,23.0,7.0,53.0
2007,11,REG,SF,STL,9.0,13.0,-4.0,22.0
2007,11,REG,BUF,NE,10.0,56.0,-46.0,66.0
2007,11,REG,DEN,TEN,34.0,20.0,14.0,54.0
2007,12,REG,DET,GB,26.0,37.0,-11.0,63.0
2007,12,REG,DAL,NYJ,34.0,3.0,31.0,37.0
2007,12,REG,ATL,IND,13.0,31.0,-18.0,44.0
2007,12,REG,CAR,NO,6.0,31.0,-25.0,37.0
2007,12,REG,CIN,TEN,35.0,6.0,29.0,41.0
2007,12,REG,CLE,HOU,27.0,17.0,10.0,44.0
2007,12,REG,JAX,BUF,36.0,14.0,22.0,50.0
2007,12,REG,KC,OAK,17.0,20.0,-3.0,37.0
2007,12,REG,NYG,MIN,17.0,41.0,-24.0,58.0
2007,12,REG,STL,SEA,19.0,24.0,-5.0,43.0
2007,12,REG,TB,WAS,19.0,13.0,6.0,32.0
