season,week,game_type,home_team,away_team,home_score,away_score,result,total
2010,16,REG,MIA,DET,27.0,34.0,-7.0,61.0
2010,16,REG,STL,SF,25.0,17.0,8.0,42.0
2010,16,REG,CIN,SD,34.0,20.0,14.0,54.0
2010,16,REG,DEN,HOU,24.0,23.0,1.0,47.0
2010,16,REG,OAK,IND,26.0,31.0,-5.0,57.0
2010,16,REG,GB,NYG,45.0,17.0,28.0,62.0
2010,16,REG,TB,SEA,38.0,15.0,23.0,53.0
2010,16,REG,ATL,NO,14.0,17.0,-3.0,31.0
2010,16,REG,PHI,MIN,14.0,24.0,-10.0,38.0
2010,17,REG,ATL,CAR,31.0,10.0,21.0,41.0
2010,17,REG,BAL,CIN,13.0,7.0,6.0,20.0
2010,17,REG,CLE,PIT,9.0,41.0,-32.0,50.0
2010,17,REG,DET,MIN,20.0,13.0,7.0,33.0
2010,17,REG,KC,OAK,10.0,31.0,-21.0,41.0
2010,17,REG,NE,MIA,38.0,7.0,31.0,45.0
2010,17,REG,NO,TB,13.0,23.0,-10.0,36.0
2010,17,REG,NYJ,BUF,38.0,7.0,31.0,45.0
2010,17,REG,DEN,SD,28.0,33.0,-5.0,61.0
2010,17,REG,GB,CHI,10.0,3.0,7.0,13.0
2010,17,REG,HOU,JAX,34.0,17.0,17.0,51.0
2010,17,REG,IND,TEN,23.0,20.0,3.0,43.0
2010,17,REG,PHI,DAL,13.0,14.0,-1.0,27.0
2010,17,REG,SF,ARI,38.0,7.0,31.0,45.0
2010,17,REG,WAS,NYG,14.0,17.0,-3.0,31.0
2010,17,REG,SEA,STL,16.0,6.0,10.0,22.0
2010,18,WC,SEA,NO,41.0,36.0,5.0,77.0
2010,18,WC,IND,NYJ,16.0,17.0,-1.0,33.0
2010,18,WC,KC,BAL,7.0,30.0,-23.0,37.0
2010,18,WC,PHI,GB,16.0,21.0,-5.0,37.0
2010,19,DIV,PIT,BAL,31.0,24.0,7.0,55.0
2010,19,DIV,ATL,GB,21.0,48.0,-27.0,69.0
2010,19,DIV,CHI,SEA,35.0,24.0,11.0,59.0
2010,19,DIV,NE,NYJ,21.0,28.0,-7.0,49.0
2010,20,CON,CHI,GB,14.0,21.0,-7.0,35.0
2010,20,CON,PIT,NYJ,24.0,19.0,5.0,43.0
2010,21,SB,GB,PIT,31.0,25.0,6.0,56.0
2011,1,REG,GB,NO,42.0,34.0,8.0,76.0
2011,1,REG,BAL,PIT,35.0,7.0,28.0,42.0
2011,1,REG,CHI,ATL,30.0,12.0,18.0,42.0
2011,1,REG,CLE,CIN,17.0,27.0,-10.0,44.0
2011,1,REG,HOU,IND,34.0,7.0,27.0,41.0
2011,1,REG,JAX,TEN,16.0,14.0,2.0,30.0
2011,1,REG,KC,BUF,7.0,41.0,-34.0,48.0
2011,1,REG,STL,PHI,13.0,31.0,-18.0,44.0
2011,1,REG,TB,DET,20.0,27.0,-7.0,47.0
2011,1,REG,ARI,CAR,28.0,21.0,7.0,49.0
2011,1,REG,SD,MIN,24.0,17.0,7.0,41.0
2011,1,REG,SF,SEA,33.0,17.0,16.0,50.0
2011,1,REG,WAS,NYG,28.0,14.0,14.0,42.0
2011,1,REG,NYJ,DAL,27.0,24.0,3.0,51.0
2011,1,REG,MIA,NE,24.0,38.0,-14.0,62.0
2011,1,REG,DEN,OAK,20.0,23.0,-3.0,43.0
2011,2,REG,BUF,OAK,38.0,35.0,3.0,73.0
2011,2,REG,CAR,GB,23.0,30.0,-7.0,53.0
2011,2,REG,DET,KC,48.0,3.0,45.0,51.0
2011,2,REG,IND,CLE,19.0,27.0,-8.0,46.0
2011,2,REG,MIN,TB,20.0,24.0,-4.0,44.0
2011,2,REG,NO,CHI,30.0,13.0,17.0,43.0
2011,2,REG,NYJ,JAX,32.0,3.0,29.0,35.0
2011,2,REG,PIT,SEA,24.0,0.0,24.0,24.0
2011,2,REG,TEN,BAL,26.0,13.0,13.0,39.0
2011,2,REG,WAS,ARI,22.0,21.0,1.0,43.0
2011,2,REG,SF,DAL,24.0,27.0,-3.0,51.0
2011,2,REG,DEN,CIN,24.0,22.0,2.0,46.0
2011,2,REG,MIA,HOU,13.0,23.0,-10.0,36.0
2011,2,REG,NE,SD,35.0,21.0,14.0,56.0
2011,2,REG,ATL,PHI,35.0,31.0,4.0,66.0
2011,2,REG,NYG,STL,28.0,16.0,12.0,44.0
2011,3,REG,BUF,NE,34.0,31.0,3.0,65.0
2011,3,REG,CAR,JAX,16.0,10.0,6.0,26.0
2011,3,REG,CIN,SF,8.0,13.0,-5.0,21.0
2011,3,REG,CLE,MIA,17.0,16.0,1.0,33.0
2011,3,REG,MIN,DET,23.0,26.0,-3.0,49.0
2011,3,REG,NO,HOU,40.0,33.0,7.0,73.0
2011,3,REG,PHI,NYG,16.0,29.0,-13.0,45.0
2011,3,REG,TEN,DEN,17.0,14.0,3.0,31.0
2011,3,REG,OAK,NYJ,34.0,24.0,10.0,58.0
2011,3,REG,SD,KC,20.0,17.0,3.0,37.0
2011,3,REG,STL,BAL,7.0,37.0,-30.0,44.0
2011,3,REG,CHI,GB,17.0,27.0,-10.0,44.0
2011,3,REG,SEA,ARI,13.0,10.0,3.0,23.0
2011,3,REG,TB,ATL,16.0,13.0,3.0,29.0
2011,3,REG,IND,PIT,20.0,23.0,-3.0,43.0
2011,3,REG,DAL,WAS,18.0,16.0,2.0,34.0
2011,4,REG,CHI,CAR,34.0,29.0,5.0,63.0
2011,4,REG,CIN,BUF,23.0,20.0,3.0,43.0
2011,4,REG,CLE,TEN,13.0,31.0,-18.0,44.0
2011,4,REG,DAL,DET,30.0,34.0,-4.0,64.0
2011,4,REG,HOU,PIT,17.0,10.0,7.0,27.0
2011,4,REG,JAX,NO,10.0,23.0,-13.0,33.0
2011,4,REG,KC,MIN,22.0,17.0,5.0,39.0
2011,4,REG,PHI,SF,23.0,24.0,-1.0,47.0
2011,4,REG,STL,WAS,10.0,17.0,-7.0,27.0
2011,4,REG,ARI,NYG,27.0,31.0,-4.0,58.0
2011,4,REG,SEA,ATL,28.0,30.0,-2.0,58.0
2011,4,REG,GB,DEN,49.0,23.0,26.0,72.0
2011,4,REG,OAK,NE,19.0,31.0,-12.0,50.0
2011,4,REG,SD,MIA,26.0,16.0,10.0,42.0
2011,4,REG,BAL,NYJ,34.0,17.0,17.0,51.0
2011,4,REG,TB,IND,24.0,17.0,7.0,41.0
2011,5,REG,BUF,PHI,31.0,24.0,7.0,55.0
2011,5,REG,CAR,NO,27.0,30.0,-3.0,57.0
2011,5,REG,HOU,OAK,20.0,25.0,-5.0,45.0
2011,5,REG,IND,KC,24.0,28.0,-4.0,52.0
2011,5,REG,JAX,CIN,20.0,30.0,-10.0,50.0
2011,5,REG,MIN,ARI,34.0,10.0,24.0,44.0
2011,5,REG,NYG,SEA,25.0,36.0,-11.0,61.0
2011,5,REG,PIT,TEN,38.0,17.0,21.0,55.0
2011,5,REG,SF,TB,48.0,3.0,45.0,51.0
2011,5,REG,DEN,SD,24.0,29.0,-5.0,53.0
2011,5,REG,NE,NYJ,30.0,21.0,9.0,51.0
2011,5,REG,ATL,GB,14.0,25.0,-11.0,39.0
2011,5,REG,DET,CHI,24.0,13.0,11.0,37.0
2011,6,REG,ATL,CAR,31.0,17.0,14.0,48.0
2011,6,REG,CIN,IND,27.0,17.0,10.0,44.0
2011,6,REG,DET,SF,19.0,25.0,-6.0,44.0
2011,6,REG,GB,STL,24.0,3.0,21.0,27.0
2011,6,REG,NYG,BUF,27.0,24.0,3.0,51.0
2011,6,REG,PIT,JAX,17.0,13.0,4.0,30.0
2011,6,REG,WAS,PHI,13.0,20.0,-7.0,33.0
2011,6,REG,BAL,HOU,29.0,14.0,15.0,43.0
2011,6,REG,OAK,CLE,24.0,17.0,7.0,41.0
2011,6,REG,NE,DAL,20.0,16.0,4.0,36.0
2011,6,REG,TB,NO,26.0,20.0,6.0,46.0
2011,6,REG,CHI,MIN,39.0,10.0,29.0,49.0
2011,6,REG,NYJ,MIA,24.0,6.0,18.0,30.0
2011,7,REG,CAR,WAS,33.0,20.0,13.0,53.0
2011,7,REG,CLE,SEA,6.0,3.0,3.0,9.0
2011,7,REG,DET,ATL,16.0,23.0,-7.0,39.0
2011,7,REG,MIA,DEN,15.0,18.0,-3.0,33.0
2011,7,REG,NYJ,SD,27.0,21.0,6.0,48.0
2011,7,REG,TB,CHI,18.0,24.0,-6.0,42.0
2011,7,REG,TEN,HOU,7.0,41.0,-34.0,48.0
2011,7,REG,ARI,PIT,20.0,32.0,-12.0,52.0
2011,7,REG,OAK,KC,0.0,28.0,-28.0,28.0
2011,7,REG,DAL,STL,34.0,7.0,27.0,41.0
2011,7,REG,MIN,GB,27.0,33.0,-6.0,60.0
2011,7,REG,NO,IND,62.0,7.0,55.0,69.0
2011,7,REG,JAX,BAL,12.0,7.0,5.0,19.0
2011,8,REG,BAL,ARI,30.0,27.0,3.0,57.0
2011,8,REG,CAR,MIN,21.0,24.0,-3.0,45.0
2011,8,REG,HOU,JAX,24.0,14.0,10.0,38.0
2011,8,REG,NYG,MIA,20.0,17.0,3.0,37.0
2011,8,REG,STL,NO,31.0,21.0,10.0,52.0
2011,8,REG,TEN,IND,27.0,10.0,17.0,37.0
2011,8,REG,BUF,WAS,23.0,0.0,23.0,23.0
2011,8,REG,DEN,DET,10.0,45.0,-35.0,55.0
2011,8,REG,PIT,NE,25.0,17.0,8.0,42.0
2011,8,REG,SEA,CIN,12.0,34.0,-22.0,46.0
2011,8,REG,SF,CLE,20.0,10.0,10.0,30.0
2011,8,REG,PHI,DAL,34.0,7.0,27.0,41.0
2011,8,REG,KC,SD,23.0,20.0,3.0,43.0
2011,9,REG,BUF,NYJ,11.0,27.0,-16.0,38.0
2011,9,REG,DAL,SEA,23.0,13.0,10.0,36.0
2011,9,REG,HOU,CLE,30.0,12.0,18.0,42.0
2011,9,REG,IND,ATL,7.0,31.0,-24.0,38.0
2011,9,REG,KC,MIA,3.0,31.0,-28.0,34.0
2011,9,REG,NO,TB,27.0,16.0,11.0,43.0
2011,9,REG,WAS,SF,11.0,19.0,-8.0,30.0
2011,9,REG,OAK,DEN,24.0,38.0,-14.0,62.0
2011,9,REG,TEN,CIN,17.0,24.0,-7.0,41.0
2011,9,REG,ARI,STL,19.0,13.0,6.0,32.0
2011,9,REG,NE,NYG,20.0,24.0,-4.0,44.0
2011,9,REG,SD,GB,38.0,45.0,-7.0,83.0
2011,9,REG,PIT,BAL,20.0,23.0,-3.0,43.0
2011,9,REG,PHI,CHI,24.0,30.0,-6.0,54.0
2011,10,REG,SD,OAK,17.0,24.0,-7.0,41.0
2011,10,REG,ATL,NO,23.0,26.0,-3.0,49.0
2011,10,REG,CAR,TEN,3.0,30.0,-27.0,33.0
2011,10,REG,CIN,PIT,17.0,24.0,-7.0,41.0
2011,10,REG,CLE,STL,12.0,13.0,-1.0,25.0
2011,10,REG,DAL,BUF,44.0,7.0,37.0,51.0
2011,10,REG,IND,JAX,3.0,17.0,-14.0,20.0
2011,10,REG,KC,DEN,10.0,17.0,-7.0,27.0
2011,10,REG,MIA,WAS,20.0,9.0,11.0,29.0
2011,10,REG,PHI,ARI,17.0,21.0,-4.0,38.0
2011,10,REG,TB,HOU,9.0,37.0,-28.0,46.0
2011,10,REG,SEA,BAL,22.0,17.0,5.0,39.0
2011,10,REG,CHI,DET,37.0,13.0,24.0,50.0
2011,10,REG,SF,NYG,27.0,20.0,7.0,47.0
2011,10,REG,NYJ,NE,16.0,37.0,-21.0,53.0
2011,10,REG,GB,MIN,45.0,7.0,38.0,52.0
2011,11,REG,DEN,NYJ,17.0,13.0,4.0,30.0
2011,11,REG,BAL,CIN,31.0,24.0,7.0,55.0
2011,11,REG,CLE,JAX,14.0,10.0,4.0,24.0
2011,11,REG,DET,CAR,49.0,35.0,14.0,84.0
2011,11,REG,GB,TB,35.0,26.0,9.0,61.0
2011,11,REG,MIA,BUF,35.0,8.0,27.0,43.0
2011,11,REG,MIN,OAK,21.0,27.0,-6.0,48.0
2011,11,REG,WAS,DAL,24.0,27.0,-3.0,51.0
2011,11,REG,SF,ARI,23.0,7.0,16.0,30.0
2011,11,REG,STL,SEA,7.0,24.0,-17.0,31.0
2011,11,REG,ATL,TEN,23.0,17.0,6.0,40.0
2011,11,REG,CHI,SD,31.0,20.0,11.0,51.0
2011,11,REG,NYG,PHI,10.0,17.0,-7.0,27.0
2011,11,REG,NE,KC,34.0,3.0,31.0,37.0
2011,12,REG,DET,GB,15.0,27.0,-12.0,42.0
2011,12,REG,DAL,MIA,20.0,19.0,1.0,39.0
2011,12,REG,BAL,SF,16.0,6.0,10.0,22.0
2011,12,REG,ATL,MIN,24.0,14.0,10.0,38.0
2011,12,REG,CIN,CLE,23.0,20.0,3.0,43.0
2011,12,REG,IND,CAR,19.0,27.0,-8.0,46.0
2011,12,REG,JAX,HOU,13.0,20.0,-7.0,33.0
2011,12,REG,NYJ,BUF,28.0,24.0,4.0,52.0
2011,12,REG,STL,ARI,20.0,23.0,-3.0,43.0
2011,12,REG,TEN,TB,23.0,17.0,6.0,40.0
2011,12,REG,OAK,CHI,25.0,20.0,5.0,45.0
2011,12,REG,SEA,WAS,17.0,23.0,-6.0,40.0
2011,12,REG,PHI,NE,20.0,38.0,-18.0,58.0
2011,12,REG,SD,DEN,13.0,16.0,-3.0,29.0
2011,12,REG,KC,PIT,9.0,13.0,-4.0,22.0
2011,12,REG,NO,NYG,49.0,24.0,25.0,73.0
2011,13,REG,SEA,PHI,31.0,14.0,17.0,45.0
2011,13,REG,BUF,TEN,17.0,23.0,-6.0,40.0
2011,13,REG,CHI,KC,3.0,10.0,-7.0,13.0
2011,13,REG,HOU,ATL,17.0,10.0,7.0,27.0
2011,13,REG,MIA,OAK,34.0,14.0,20.0,48.0
2011,13,REG,MIN,DEN,32.0,35.0,-3.0,67.0
2011,13,REG,NE,IND,31.0,24.0,7.0,55.0
2011,13,REG,PIT,CIN,35.0,7.0,28.0,42.0
2011,13,REG,TB,CAR,19.0,38.0,-19.0,57.0
2011,13,REG,WAS,NYJ,19.0,34.0,-15.0,53.0
2011,13,REG,CLE,BAL,10.0,24.0,-14.0,34.0
2011,13,REG,ARI,DAL,19.0,13.0,6.0,32.0
2011,13,REG,NYG,GB,35.0,38.0,-3.0,73.0
2011,13,REG,SF,STL,26.0,0.0,26.0,26.0
2011,13,REG,NO,DET,31.0,17.0,14.0,48.0
2011,13,REG,JAX,SD,14.0,38.0,-24.0,52.0
2011,14,REG,PIT,CLE,14.0,3.0,11.0,17.0
2011,14,REG,BAL,IND,24.0,10.0,14.0,34.0
2011,14,REG,CAR,ATL,23.0,31.0,-8.0,54.0
2011,14,REG,CIN,HOU,19.0,20.0,-1.0,39.0
2011,14,REG,DET,MIN,34.0,28.0,6.0,62.0
2011,14,REG,JAX,TB,41.0,14.0,27.0,55.0
2011,14,REG,MIA,PHI,10.0,26.0,-16.0,36.0
2011,14,REG,NYJ,KC,37.0,10.0,27.0,47.0
2011,14,REG,TEN,NO,17.0,22.0,-5.0,39.0
2011,14,REG,WAS,NE,27.0,34.0,-7.0,61.0
2011,14,REG,ARI,SF,21.0,19.0,2.0,40.0
2011,14,REG,DEN,CHI,13.0,10.0,3.0,23.0
2011,14,REG,GB,OAK,46.0,16.0,30.0,62.0
2011,14,REG,SD,BUF,37.0,10.0,27.0,47.0
2011,14,REG,DAL,NYG,34.0,37.0,-3.0,71.0
2011,14,REG,SEA,STL,30.0,13.0,17.0,43.0
2011,15,REG,ATL,JAX,41.0,14.0,27.0,55.0
2011,15,REG,TB,DAL,15.0,31.0,-16.0,46.0
2011,15,REG,BUF,MIA,23.0,30.0,-7.0,53.0
2011,15,REG,CHI,SEA,14.0,38.0,-24.0,52.0
2011,15,REG,HOU,CAR,13.0,28.0,-15.0,41.0
2011,15,REG,IND,TEN,27.0,13.0,14.0,40.0
2011,15,REG,KC,GB,19.0,14.0,5.0,33.0
2011,15,REG,MIN,NO,20.0,42.0,-22.0,62.0
2011,15,REG,NYG,WAS,10.0,23.0,-13.0,33.0
2011,15,REG,STL,CIN,13.0,20.0,-7.0,33.0
2011,15,REG,OAK,DET,27.0,28.0,-1.0,55.0
2011,15,REG,ARI,CLE,20.0,17.0,3.0,37.0
2011,15,REG,DEN,NE,23.0,41.0,-18.0,64.0
2011,15,REG,PHI,NYJ,45.0,19.0,26.0,64.0
2011,15,REG,SD,BAL,34.0,14.0,20.0,48.0
2011,15,REG,SF,PIT,20.0,3.0,17.0,23.0
2011,16,REG,IND,HOU,19.0,16.0,3.0,35.0
2011,16,REG,BAL,CLE,20.0,14.0,6.0,34.0
2011,16,REG,BUF,DEN,40.0,14.0,26.0,54.0
2011,16,REG,CAR,TB,48.0,16.0,32.0,64.0
2011,16,REG,CIN,ARI,23.0,16.0,7.0,39.0
2011,16,REG,KC,OAK,13.0,16.0,-3.0,29.0
2011,16,REG,NE,MIA,27.0,24.0,3.0,51.0
2011,16,REG,NYJ,NYG,14.0,29.0,-15.0,43.0
2011,16,REG,PIT,STL,27.0,0.0,27.0,27.0
2011,16,REG,TEN,JAX,23.0,17.0,6.0,40.0
2011,16,REG,WAS,MIN,26.0,33.0,-7.0,59.0
2011,16,REG,DET,SD,38.0,10.0,28.0,48.0
2011,16,REG,DAL,PHI,7.0,20.0,-13.0,27.0
2011,16,REG,SEA,SF,17.0,19.0,-2.0,36.0
2011,16,REG,GB,CHI,35.0,21.0,14.0,56.0
2011,16,REG,NO,ATL,45.0,16.0,29.0,61.0
2011,17,REG,GB,DET,45.0,41.0,4.0,86.0
2011,17,REG,HOU,TEN,22.0,23.0,-1.0,45.0
2011,17,REG,JAX,IND,19.0,13.0,6.0,32.0
2011,17,REG,MIA,NYJ,19.0,17.0,2.0,36.0
2011,17,REG,MIN,CHI,13.0,17.0,-4.0,30.0
2011,17,REG,NE,BUF,49.0,21.0,28.0,70.0
2011,17,REG,NO,CAR,45.0,17.0,28.0,62.0
2011,17,REG,PHI,WAS,34.0,10.0,24.0,44.0
2011,17,REG,STL,SF,27.0,34.0,-7.0,61.0
2011,17,REG,ARI,SEA,23.0,20.0,3.0,43.0
2011,17,REG,ATL,TB,45.0,24.0,21.0,69.0
2011,17,REG,CIN,BAL,16.0,24.0,-8.0,40.0
2011,17,REG,CLE,PIT,9.0,13.0,-4.0,22.0
2011,17,REG,DEN,KC,3.0,7.0,-4.0,10.0
2011,17,REG,OAK,SD,26.0,38.0,-12.0,64.0
2011,17,REG,NYG,DAL,31.0,14.0,17.0,45.0
2011,18,WC,HOU,CIN,31.0,10.0,21.0,41.0
2011,18,WC,NO,DET,45.0,28.0,17.0,73.0
2011,18,WC,NYG,ATL,24.0,2.0,22.0,26.0
2011,18,WC,DEN,PIT,29.0,23.0,6.0,52.0
2011,19,DIV,SF,NO,36.0,32.0,4.0,68.0
2011,19,DIV,NE,DEN,45.0,10.0,35.0,55.0
2011,19,DIV,BAL,HOU,20.0,13.0,7.0,33.0
2011,19,DIV,GB,NYG,20.0,37.0,-17.0,57.0
2011,20,CON,NE,BAL,23.0,20.0,3.0,43.0
2011,20,CON,SF,NYG,17.0,20.0,-3.0,37.0
2011,21,SB,NE,NYG,17.0,21.0,-4.0,38.0
2012,1,REG,NYG,DAL,17.0,24.0,-7.0,41.0
2012,1,REG,CHI,IND,41.0,21.0,20.0,62.0
2012,1,REG,CLE,PHI,16.0,17.0,-1.0,33.0
2012,1,REG,DET,STL,27.0,23.0,4.0,50.0
2012,1,REG,HOU,MIA,30.0,10.0,20.0,40.0
2012,1,REG,KC,ATL,24.0,40.0,-16.0,64.0
2012,1,REG,MIN,JAX,26.0,23.0,3.0,49.0
2012,1,REG,NO,WAS,32.0,40.0,-8.0,72.0
2012,1,REG,NYJ,BUF,48.0,28.0,20.0,76.0
2012,1,REG,TEN,NE,13.0,34.0,-21.0,47.0
2012,1,REG,ARI,SEA,20.0,16.0,4.0,36.0
2012,1,REG,GB,SF,22.0,30.0,-8.0,52.0
2012,1,REG,TB,CAR,16.0,10.0,6.0,26.0
2012,1,REG,DEN,PIT,31.0,19.0,12.0,50.0
2012,1,REG,BAL,CIN,44.0,13.0,31.0,57.0
2012,1,REG,OAK,SD,14.0,22.0,-8.0,36.0
2012,2,REG,GB,CHI,23.0,10.0,13.0,33.0
2012,2,REG,BUF,KC,35.0,17.0,18.0,52.0
2012,2,REG,CAR,NO,35.0,27.0,8.0,62.0
2012,2,REG,CIN,CLE,34.0,27.0,7.0,61.0
2012,2,REG,IND,MIN,23.0,20.0,3.0,43.0
2012,2,REG,JAX,HOU,7.0,27.0,-20.0,34.0
2012,2,REG,MIA,OAK,35.0,13.0,22.0,48.0
2012,2,REG,NE,ARI,18.0,20.0,-2.0,38.0
2012,2,REG,NYG,TB,41.0,34.0,7.0,75.0
2012,2,REG,PHI,BAL,24.0,23.0,1.0,47.0
2012,2,REG,SEA,DAL,27.0,7.0,20.0,34.0
2012,2,REG,STL,WAS,31.0,28.0,3.0,59.0
2012,2,REG,PIT,NYJ,27.0,10.0,17.0,37.0
2012,2,REG,SD,TEN,38.0,10.0,28.0,48.0
2012,2,REG,SF,DET,27.0,19.0,8.0,46.0
2012,2,REG,ATL,DEN,27.0,21.0,6.0,48.0
2012,3,REG,CAR,NYG,7.0,36.0,-29.0,43.0
2012,3,REG,CHI,STL,23.0,6.0,17.0,29.0
2012,3,REG,CLE,BUF,14.0,24.0,-10.0,38.0
2012,3,REG,DAL,TB,16.0,10.0,6.0,26.0
2012,3,REG,IND,JAX,17.0,22.0,-5.0,39.0
2012,3,REG,MIA,NYJ,20.0,23.0,-3.0,43.0
2012,3,REG,MIN,SF,24.0,13.0,11.0,37.0
2012,3,REG,NO,KC,24.0,27.0,-3.0,51.0
2012,3,REG,TEN,DET,44.0,41.0,3.0,85.0
2012,3,REG,WAS,CIN,31.0,38.0,-7.0,69.0
2012,3,REG,ARI,PHI,27.0,6.0,21.0,33.0
2012,3,REG,SD,ATL,3.0,27.0,-24.0,30.0
2012,3,REG,DEN,HOU,25.0,31.0,-6.0,56.0
2012,3,REG,OAK,PIT,34.0,31.0,3.0,65.0
2012,3,REG,BAL,NE,31.0,30.0,1.0,61.0
2012,3,REG,SEA,GB,14.0,12.0,2.0,26.0
2012,4,REG,BAL,CLE,23.0,16.0,7.0,39.0
2012,4,REG,ATL,CAR,30.0,28.0,2.0,58.0
2012,4,REG,BUF,NE,28.0,52.0,-24.0,80.0
2012,4,REG,DET,MIN,13.0,20.0,-7.0,33.0
2012,4,REG,HOU,TEN,38.0,14.0,24.0,52.0
2012,4,REG,KC,SD,20.0,37.0,-17.0,57.0
2012,4,REG,NYJ,SF,0.0,34.0,-34.0,34.0
2012,4,REG,STL,SEA,19.0,13.0,6.0,32.0
2012,4,REG,ARI,MIA,24.0,21.0,3.0,45.0
2012,4,REG,DEN,OAK,37.0,6.0,31.0,43.0
2012,4,REG,JAX,CIN,10.0,27.0,-17.0,37.0
2012,4,REG,GB,NO,28.0,27.0,1.0,55.0
2012,4,REG,TB,WAS,22.0,24.0,-2.0,46.0
2012,4,REG,PHI,NYG,19.0,17.0,2.0,36.0
2012,4,REG,DAL,CHI,18.0,34.0,-16.0,52.0
2012,5,REG,STL,ARI,17.0,3.0,14.0,20.0
2012,5,REG,CIN,MIA,13.0,17.0,-4.0,30.0
2012,5,REG,IND,GB,30.0,27.0,3.0,57.0
2012,5,REG,KC,BAL,6.0,9.0,-3.0,15.0
2012,5,REG,NYG,CLE,41.0,27.0,14.0,68.0
2012,5,REG,PIT,PHI,16.0,14.0,2.0,30.0
2012,5,REG,WAS,ATL,17.0,24.0,-7.0,41.0
2012,5,REG,CAR,SEA,12.0,16.0,-4.0,28.0
2012,5,REG,JAX,CHI,3.0,41.0,-38.0,44.0
2012,5,REG,MIN,TEN,30.0,7.0,23.0,37.0
2012,5,REG,NE,DEN,31.0,21.0,10.0,52.0
2012,5,REG,SF,BUF,45.0,3.0,42.0,48.0
2012,5,REG,NO,SD,31.0,24.0,7.0,55.0
2012,5,REG,NYJ,HOU,17.0,23.0,-6.0,40.0
2012,6,REG,TEN,PIT,26.0,23.0,3.0,49.0
2012,6,REG,ATL,OAK,23.0,20.0,3.0,43.0
2012,6,REG,BAL,DAL,31.0,29.0,2.0,60.0
2012,6,REG,CLE,CIN,34.0,24.0,10.0,58.0
2012,6,REG,MIA,STL,17.0,14.0,3.0,31.0
2012,6,REG,NYJ,IND,35.0,9.0,26.0,44.0
2012,6,REG,PHI,DET,23.0,26.0,-3.0,49.0
2012,6,REG,TB,KC,38.0,10.0,28.0,48.0
2012,6,REG,ARI,BUF,16.0,19.0,-3.0,35.0
2012,6,REG,SEA,NE,24.0,23.0,1.0,47.0
2012,6,REG,SF,NYG,3.0,26.0,-23.0,29.0
2012,6,REG,WAS,MIN,38.0,26.0,12.0,64.0
2012,6,REG,HOU,GB,24.0,42.0,-18.0,66.0
2012,6,REG,SD,DEN,24.0,35.0,-11.0,59.0
2012,7,REG,SF,SEA,13.0,6.0,7.0,19.0
2012,7,REG,BUF,TEN,34.0,35.0,-1.0,69.0
2012,7,REG,CAR,DAL,14.0,19.0,-5.0,33.0
2012,7,REG,HOU,BAL,43.0,13.0,30.0,56.0
2012,7,REG,IND,CLE,17.0,13.0,4.0,30.0
2012,7,REG,MIN,ARI,21.0,14.0,7.0,35.0
2012,7,REG,NYG,WAS,27.0,23.0,4.0,50.0
2012,7,REG,STL,GB,20.0,30.0,-10.0,50.0
2012,7,REG,TB,NO,28.0,35.0,-7.0,63.0
2012,7,REG,NE,NYJ,29.0,26.0,3.0,55.0
2012,7,REG,OAK,JAX,26.0,23.0,3.0,49.0
2012,7,REG,CIN,PIT,17.0,24.0,-7.0,41.0
2012,7,REG,CHI,DET,13.0,7.0,6.0,20.0
2012,8,REG,MIN,TB,17.0,36.0,-19.0,53.0
2012,8,REG,CHI,CAR,23.0,22.0,1.0,45.0
2012,8,REG,CLE,SD,7.0,6.0,1.0,13.0
2012,8,REG,DET,SEA,28.0,24.0,4.0,52.0
2012,8,REG,GB,JAX,24.0,15.0,9.0,39.0
2012,8,REG,NYJ,MIA,9.0,30.0,-21.0,39.0
2012,8,REG,PHI,ATL,17.0,30.0,-13.0,47.0
2012,8,REG,PIT,WAS,27.0,12.0,15.0,39.0
2012,8,REG,STL,NE,7.0,45.0,-38.0,52.0
2012,8,REG,TEN,IND,13.0,19.0,-6.0,32.0
2012,8,REG,KC,OAK,16.0,26.0,-10.0,42.0
2012,8,REG,DAL,NYG,24.0,29.0,-5.0,53.0
2012,8,REG,DEN,NO,34.0,14.0,20.0,48.0
2012,8,REG,ARI,SF,3.0,24.0,-21.0,27.0
2012,9,REG,SD,KC,31.0,13.0,18.0,44.0
2012,9,REG,CIN,DEN,23.0,31.0,-8.0,54.0
2012,9,REG,CLE,BAL,15.0,25.0,-10.0,40.0
2012,9,REG,GB,ARI,31.0,17.0,14.0,48.0
2012,9,REG,HOU,BUF,21.0,9.0,12.0,30.0
2012,9,REG,IND,MIA,23.0,20.0,3.0,43.0
2012,9,REG,JAX,DET,14.0,31.0,-17.0,45.0
2012,9,REG,TEN,CHI,20.0,51.0,-31.0,71.0
2012,9,REG,WAS,CAR,13.0,21.0,-8.0,34.0
2012,9,REG,OAK,TB,32.0,42.0,-10.0,74.0
2012,9,REG,SEA,MIN,30.0,20.0,10.0,50.0
2012,9,REG,NYG,PIT,20.0,24.0,-4.0,44.0
2012,9,REG,ATL,DAL,19.0,13.0,6.0,32.0
2012,9,REG,NO,PHI,28.0,13.0,15.0,41.0
2012,10,REG,JAX,IND,10.0,27.0,-17.0,37.0
2012,10,REG,BAL,OAK,55.0,20.0,35.0,75.0
2012,10,REG,CAR,DEN,14.0,36.0,-22.0,50.0
