SEASON,SNAPSHOT_DATE,WEEK,TEAM,TEAM_NAME,PLAYER_ID,PLAYER,POSITION,PREV_TEAM,TRANSACTION_TYPE,DESCRIPTION,SOURCE
2026,2026-04-28,18,NO,New Orleans Saints,,,,,SIGNING,Signed LB Anfernee Jennings and CB Martin Emerson to contracts.,espn_transactions_api
2026,2026-04-27,18,NO,New Orleans Saints,,,,,WAIVE_RELEASE,Waived WRs Samori Toure and Elijah Cooks and RB Evan Hull. Placed K Charlie Smth on the exempt/international player list.,espn_transactions_api
2026,2026-04-30,18,NYG,New York Giants,,,,,SIGNING,Signed DTs Leki Fotu and Shelby Harris to contracts.,espn_transactions_api
2026,2026-04-27,18,PHI,Philadelphia Eagles,,,,,OTHER,Exercised the fifth-year options on DL Jalen Carter and EDGE Nolan Smith.,espn_transactions_api
2026,2026-05-01,18,PHI,Philadelphia Eagles,,,,,SIGNING,"Signed WR Makai Lemon, QB Cole Payton, G Micah Morris, S Cole Wisniewski, DT Uar Bernard, and OLB Keyshawn James-Newby to rookie contracts. Signed DBs Kapena Gushiken, Tucker Large and Maximus Pulley, LB Deontae Lawson, G Jaeden Roberts, LS Rocco Underwood, DE Joshua Weru and TE Dae'Quan Wright to UDFA contracts.",espn_transactions_api
2026,2026-04-30,18,PHI,Philadelphia Eagles,,,,,WAIVE_RELEASE,Waived TE Jaheim Bell.,espn_transactions_api
2026,2026-05-01,18,SEA,Seattle Seahawks,,,,,SIGNING,"Signed WRs Michael Briscoe and Levi Wentz, LBs Devean Deal, Aidan Hibbard and Marvin Jones Jr., TE Lance Mason and NT Uso Seumalo to UDFA contracts.",espn_transactions_api
2026,2026-04-30,18,SEA,Seattle Seahawks,,,,,SIGNING,Signed TE Harrison Bryant to a contract.,espn_transactions_api
2026,2026-04-27,18,SEA,Seattle Seahawks,,,,,WAIVE_RELEASE,Released RB Cam Akers. Placed C Federico Maranges on the exempt/international player list.,espn_transactions_api
2026,2026-04-27,18,SF,San Francisco 49ers,,,,,OTHER,Placed T Isaac Alarcon on the exempt/international player list.,espn_transactions_api
2026,2026-04-28,18,SF,San Francisco 49ers,,,,,SIGNING,Signed RB Sincere McCormick and S Patrick McMorris to contracts.,espn_transactions_api
2026,2026-05-01,18,SF,San Francisco 49ers,,,,,WAIVE_RELEASE,Waived CB Tre Tomlinson.,espn_transactions_api
2026,2026-04-30,18,SF,San Francisco 49ers,,,,,WAIVE_RELEASE,Waived DB Tre'Vius Tomlinson.,espn_transactions_api
2026,2026-04-27,18,TB,Tampa Bay Buccaneers,,,,,OTHER,Exercised the fifth-year option on DT Calijah Kancey.,espn_transactions_api
2026,2026-04-20,17,CAR,Carolina Panthers,,,,,SIGNING,Signed WRs Jalen Coker and Brycen Tremayne to exclusive rights contracts.,espn_transactions_api
2026,2026-04-20,17,DAL,Dallas Cowboys,,,,,SIGNING,Signed K Brandon Aubrey to a contract.,espn_transactions_api
2026,2026-04-20,17,GB,Green Bay Packers,,,,,SIGNING,Signed G Donovan Jennings and DB Bo Melton to exclusive rights contracts.,espn_transactions_api
2026,2026-04-20,17,LAR,Los Angeles Rams,,,,,SIGNING,Signed G Justin Dedich and WR Xavier Smith to exclusive rights contracts.,espn_transactions_api
2026,2026-04-25,17,MIN,Minnesota Vikings,,,,,OTHER,"Agreed to terms with undrafted free agents CBs Marcus Allen, Da'Veawn Armstead and Tyreek Chappell, WRs Dillon Bell, Shaleak Knotts, Marcus Sanders and Luke Wysong, LBs Jordan Botelho, Keli Lawson, Cam'Ron Stewart and Arden Walker, DL Monkell Goodwine, OLs Tristan Leigh, Delby Lemieux and Tomas Rimac, S Jacob Thomas and P Brett Thorson.",espn_transactions_api
2026,2026-04-20,17,MIN,Minnesota Vikings,,,,,SIGNING,Signed LB Ivan Pace to a contract.,espn_transactions_api
2026,2026-04-22,17,MIN,Minnesota Vikings,,,,,WAIVE_RELEASE,Waived DL Jaylon Hutchings.,espn_transactions_api
2026,2026-04-26,17,NO,New Orleans Saints,,,,,SIGNING,"Signed RB CJ Donaldson, TE Cody Hardy, OTs Alan Herron and Alex Wollschlaeger, DE Michael Heldman, CBs DaShawn Jones and Jeremiah McLendon, NT KeeShawn Silver, K Mason Shipley and DT Jay’Viar Suggs to contracts.",espn_transactions_api
2026,2026-04-25,17,NO,New Orleans Saints,,,,,TRADE,Acquired DE Tyree Wilson from trade with Las Vegas Raiders.,espn_transactions_api
2026,2026-04-25,17,NYG,New York Giants,,,,,OTHER,Terminated all contracts with LB DeMarvin Leal.,espn_transactions_api
2026,2026-04-20,17,NYG,New York Giants,,,,,OTHER,Acquired a 2026 first-round draft pick from Cincinnati Bengals for NT Dexter Lawrence.,espn_transactions_api
2026,2026-04-24,17,PHI,Philadelphia Eagles,,,,,OTHER,Acquired LB Jonathan Greenard and a 2026 seventh-round pick in exchange for 2026 third-round pick and a 2027 third-round pick.,espn_transactions_api
2026,2026-04-20,17,SEA,Seattle Seahawks,,,,,SIGNING,Signed DB Ty Okada to an exclusive rights contract.,espn_transactions_api
2026,2026-04-26,17,SF,San Francisco 49ers,,,,,OTHER,"Agreed to terms with P Jack Boumeester, TE Khalil Dinkins, DLs Bryson Eason, Mikail Kamara and James Thompson, S Jalen Stroman and WRs Wesley Grimes and Will Pauling on contracts.",espn_transactions_api
2026,2026-04-20,17,SF,San Francisco 49ers,,,,,SIGNING,Signed T Austen Pleasants to an exclusive rights contract.,espn_transactions_api
2026,2026-04-17,16,ATL,Atlanta Falcons,,,,,OTHER,Acquire DT Maason Smith from Jacksonville in exchange for DT Ruke Orhorhoro.,espn_transactions_api
2026,2026-04-13,16,ATL,Atlanta Falcons,,,,,SIGNING,Signed T Jawaan Taylor to a contract.,espn_transactions_api
2026,2026-04-13,16,GB,Green Bay Packers,,,,,OTHER,Acquired a 2026 fifth-round pick and a 2027 sixth-round pick from Philadelphia in exchange for WR Dontayvion Wicks.,espn_transactions_api
2026,2026-04-17,16,GB,Green Bay Packers,,,,,WAIVE_RELEASE,"Released TE McCallan Castles, CB Tyron Herring and LB Jamon Johnson.",espn_transactions_api
2026,2026-04-14,16,MIN,Minnesota Vikings,,,,,SIGNING,Re-signed DE Jalen Redmond to a contract.,espn_transactions_api
2026,2026-04-19,16,NYG,New York Giants,,,,,OTHER,Acquired a first-round draft pick from Cincinnati Bengals for DT Dexter Lawrence II.,espn_transactions_api
2026,2026-04-13,16,NYG,New York Giants,,,,,SIGNING,Signed QB Bandon Allen to a contract.,espn_transactions_api
2026,2026-04-13,16,PHI,Philadelphia Eagles,,,,,OTHER,Acquired WR Dontayvion Wicks from Green Bay Packers for a 2026 fifth-round pick and a 2027 sixth-round pick.,espn_transactions_api
2026,2026-04-14,16,SF,San Francisco 49ers,,,,,SIGNING,Signed DE Cam Sample to a contract.,espn_transactions_api
2026,2026-04-13,16,SF,San Francisco 49ers,,,,,SIGNING,Signed DB Jack Jones to a contract.,espn_transactions_api
2026,2026-04-07,15,ARI,Arizona Cardinals,,,,,SIGNING,Signed K Joshua Karty and DL P.J. Mustipher to one-year contracts.,espn_transactions_api
2026,2026-04-10,15,ATL,Atlanta Falcons,,,,,OTHER,Exercised the fifth-year option on RB Bijan Robinson.,espn_transactions_api
2026,2026-04-08,15,ATL,Atlanta Falcons,,,,,RESERVE_MOVE,Placed T Kaleb McGary on the reserve/retired list.,espn_transactions_api
2026,2026-04-07,15,ATL,Atlanta Falcons,,,,,SIGNING,Signed DE Elijah Garcia to a one-year contract.,espn_transactions_api
2026,2026-04-06,15,DET,Detroit Lions,,,,,SIGNING,Signed DB Avonte Maddox to a contract.,espn_transactions_api
2026,2026-04-09,15,NYG,New York Giants,,,,,SIGNING,Signed G Daniel Faalele to a contract.,espn_transactions_api
2026,2026-04-07,15,NYG,New York Giants,,,,,SIGNING,Re-signed WR Ryan Miller to a contract.,espn_transactions_api
2026,2026-04-06,15,NYG,New York Giants,,,,,WAIVE_RELEASE,"Signed G Lucas Patrick to a contract. Waived WR Da'Quan Felton and DBs Patrick McMorris, T.J. Moore and Myles Purchase.",espn_transactions_api
2026,2026-04-06,15,PHI,Philadelphia Eagles,,,,,SIGNING,Signed DE Joe Tryon to a contract.,espn_transactions_api
2026,2026-04-07,15,TB,Tampa Bay Buccaneers,,,,,SIGNING,Signed WR David Sills V and DT Rakeem Nunez-Roches to contracts.,espn_transactions_api
2026,2026-04-06,15,TB,Tampa Bay Buccaneers,,,,,SIGNING,Signed T Justin Skule to a contract.,espn_transactions_api
2026,2026-04-01,14,ATL,Atlanta Falcons,,,,,SIGNING,Signed DB Darnay Holmes and LB DeAngelo Malone to contracts.,espn_transactions_api
2026,2026-04-01,14,DAL,Dallas Cowboys,,,,,SIGNING,Signed DE Jonathan Bullard to a contract.,espn_transactions_api
2026,2026-03-31,14,DET,Detroit Lions,,,,,SIGNING,Signed S Chuck Clark to a contract.,espn_transactions_api
2026,2026-03-30,14,NYG,New York Giants,,,,,WAIVE_RELEASE,Waived K Graham Gano with a failed physical.,espn_transactions_api
2026,2026-03-31,14,PHI,Philadelphia Eagles,,,,,SIGNING,Signed LB Chandler Martin to a contract.,espn_transactions_api
2026,2026-03-30,14,PHI,Philadelphia Eagles,,,,,SIGNING,Signed EDGE Joe Tyron-Shoyinka to a one-year contract.,espn_transactions_api
2026,2026-04-02,14,TB,Tampa Bay Buccaneers,,,,,WAIVE_RELEASE,Waived WR Jaden Smith.,espn_transactions_api
2026,2026-03-23,13,ARI,Arizona Cardinals,,,,,SIGNING,Signed T Olisaemeka Udoh to a contract.,espn_transactions_api
2026,2026-03-26,13,ATL,Atlanta Falcons,,,,,SIGNING,"Signed RBs Brian Robinson Jr., Tyler Goodson and QB Trevor Siemian to contracts.",espn_transactions_api
2026,2026-03-24,13,CAR,Carolina Panthers,,,,,OTHER,Acquired a conditional 2027 seventh-round draft pick from Philadelphia Eagles for QB Andy Dalton.,espn_transactions_api
2026,2026-03-27,13,DAL,Dallas Cowboys,,,,,SIGNING,Signed DB Derion Kendrick to a contract.,espn_transactions_api
2026,2026-03-23,13,DAL,Dallas Cowboys,,,,,SIGNING,Re-signed CB Corey Ballentine to a contract.,espn_transactions_api
2026,2026-03-25,13,DET,Detroit Lions,,,,,SIGNING,Signed G Ben Bartch to a contract.,espn_transactions_api
2026,2026-03-24,13,DET,Detroit Lions,,,,,SIGNING,Signed QB Teddy Bridgewater to a contract.,espn_transactions_api
2026,2026-03-23,13,GB,Green Bay Packers,,,,,SIGNING,Signed DE Arron Mosby to a contract.,espn_transactions_api
2026,2026-03-25,13,LAR,Los Angeles Rams,,,,,SIGNING,Re-signed RB Ronnie Rivers to a contract.,espn_transactions_api
2026,2026-03-23,13,LAR,Los Angeles Rams,,,,,SIGNING,Re-signed DL Larrell Murchison to a contract.,espn_transactions_api
2026,2026-03-23,13,MIN,Minnesota Vikings,,,,,SIGNING,Signed P Johnny Hekker to a contract. Place RB C.J. Ham and WR Adam Thielen on the reserve/retired list.,espn_transactions_api
2026,2026-03-26,13,NO,New Orleans Saints,,,,,SIGNING,Signed DB Terrell Burgess and QB Zach Wilson to contracts.,espn_transactions_api
2026,2026-03-24,13,NYG,New York Giants,,,,,SIGNING,Signed LS Zach Triner to a contract.,espn_transactions_api
2026,2026-03-23,13,NYG,New York Giants,,,,,SIGNING,Signed DT Sam Roberts to a contract.,espn_transactions_api
2026,2026-03-29,13,PHI,Philadelphia Eagles,,,,,SIGNING,Signed EDGE Joe Tryon-Shoyinka to a one-year contract.,espn_transactions_api
2026,2026-03-26,13,PHI,Philadelphia Eagles,,,,,SIGNING,Signed WR Elijah Moore to a contract.,espn_transactions_api
2026,2026-03-24,13,PHI,Philadelphia Eagles,,,,,SIGNING,Acquired QB Andy Dalton from Carolina in exchange for a conditional 2027 seventh-round draft pick. Signed DB J.T. Gray to a contract.,espn_transactions_api
2026,2026-03-23,13,PHI,Philadelphia Eagles,,,,,SIGNING,Signed DB Marcus Epps and TE Stone Smartt to contracts.,espn_transactions_api
2026,2026-03-26,13,SEA,Seattle Seahawks,,,,,SIGNING,Signed LB Chazz Surratt to a contract.,espn_transactions_api
2026,2026-03-24,13,SEA,Seattle Seahawks,,,,,SIGNING,Signed DBs D’Anthony Bell and Shemar Jean-Charles to contracts.,espn_transactions_api
2026,2026-03-23,13,SEA,Seattle Seahawks,,,,,SIGNING,Signed LS Chris Stoll to a contract.,espn_transactions_api
2026,2026-03-24,13,SF,San Francisco 49ers,,,,,SIGNING,Signed G Robert Jones and RB Patrick Taylor to contracts.,espn_transactions_api
2026,2026-03-24,13,TB,Tampa Bay Buccaneers,,,,,SIGNING,Announced the retirement of LB Lavonte David. Signed LB Christian Rozeboom to a contract.,espn_transactions_api
2026,2026-03-20,12,ARI,Arizona Cardinals,,,,,SIGNING,Signed OL Olisaemeka Udoh to a one-year contract.,espn_transactions_api
2026,2026-03-18,12,ARI,Arizona Cardinals,,,,,SIGNING,Signed WR Devin Duvernay and TE Teagan Quitoriano to one-year contracts.,espn_transactions_api
2026,2026-03-17,12,ARI,Arizona Cardinals,,,,,SIGNING,Signed DT Andrew Billings and LB Jack Gibbens to contracts.,espn_transactions_api
2026,2026-03-16,12,ARI,Arizona Cardinals,,,,,SIGNING,"Signed S Andrew Wingard, DE L.J. Collier and RB Zonovan Knight to a contract.",espn_transactions_api
2026,2026-03-20,12,ATL,Atlanta Falcons,,,,,OTHER,"Acquired S Sydney Brown, a 2027 fourth round draft pick and a 2027 sixth round draft pick from Philadelphia in exchange for a 2027 fourth round draft pick and a 2027 sixth round draft pick.",espn_transactions_api
2026,2026-03-17,12,ATL,Atlanta Falcons,,,,,SIGNING,"Signed DE Da'Shawn Hand, LB Azeez Ojulari and WR Olamide Zaccheaus to contracts.",espn_transactions_api
2026,2026-03-16,12,ATL,Atlanta Falcons,,,,,SIGNING,Signed DE Samson Ebukam to a contract.,espn_transactions_api
2026,2026-03-19,12,CAR,Carolina Panthers,,,,,SIGNING,Signed P Sam Martin and S Nick Scott to contracts.,espn_transactions_api
2026,2026-03-18,12,CHI,Chicago Bears,,,,,SIGNING,Signed DE James Lynch and LB Jack Sanborn to contracts.,espn_transactions_api
2026,2026-03-16,12,CHI,Chicago Bears,,,,,SIGNING,Signed DB Jaylon Jones to a contract.,espn_transactions_api
2026,2026-03-17,12,DAL,Dallas Cowboys,,,,,SIGNING,Signed DB Reddy Steward to a contract.,espn_transactions_api
2026,2026-03-20,12,DET,Detroit Lions,,,,,SIGNING,Signed DE Payton Turner to a contract.,espn_transactions_api
2026,2026-03-19,12,DET,Detroit Lions,,,,,SIGNING,"Re-signed DL Myles Adams to a contract. Signed DB Jonathan Jones, WR Greg Dortch and DT Myles Adams to contracts.",espn_transactions_api
2026,2026-03-18,12,DET,Detroit Lions,,,,,SIGNING,Signed LBs Damone Clark and D.J. Wonnum to contracts.,espn_transactions_api
2026,2026-03-16,12,DET,Detroit Lions,,,,,SIGNING,"Signed DB Roger McCreary, LB Malcolm Rodriguez and DB Rock Ya-Sin.",espn_transactions_api
2026,2026-03-19,12,GB,Green Bay Packers,,,,,OTHER,"Hired Bobby Babich as secondary/pass game coordinator, Daniel Bullocks as CBs coach, Noah Pauley as WRs coach, Sam Siefkes as LBs coach, Scott Fuchs as defensive analyst, T.C. McCartney as offensive quality control coach and Will Smart as defensive quality control coach. Named DeMarcus Covington to OLBs/run game coordinator/assistant head coach - defense, Luke Getsy to QBs coach/assistant head coach - offense, Vince Oghobaase to DL coach, Rob Grosso to assistant WRs coach, Cory Harkey and Jeff Koonz to assistant special teams coach.",espn_transactions_api
2026,2026-03-17,12,LAR,Los Angeles Rams,,,,,SIGNING,Signed LB Grant Stuard to a contract.,espn_transactions_api
2026,2026-03-20,12,MIN,Minnesota Vikings,,,,,SIGNING,Signed T Ryan Van Demark to a contract.,espn_transactions_api
2026,2026-03-19,12,MIN,Minnesota Vikings,,,,,SIGNING,Signed QB Carson Wentz to a contract.,espn_transactions_api
2026,2026-03-17,12,MIN,Minnesota Vikings,,,,,SIGNING,Signed P Johnny Hekker to a one-year contract.,espn_transactions_api
2026,2026-03-19,12,NO,New Orleans Saints,,,,,SIGNING,Re-signed DE Chris Rumph to a contract.,espn_transactions_api
2026,2026-03-17,12,NO,New Orleans Saints,,,,,SIGNING,Signed RB Ty Chandler and DT John Ridgeway to contracts.,espn_transactions_api
2026,2026-03-18,12,NYG,New York Giants,,,,,SIGNING,Signed WR Darnell Mooney and G Joshua Ezeudu to contracts.,espn_transactions_api
2026,2026-03-16,12,NYG,New York Giants,,,,,SIGNING,Signed DB Jason Pinnock to a contract.,espn_transactions_api
2026,2026-03-20,12,PHI,Philadelphia Eagles,,,,,OTHER,"Acquired a 2027 fourth round draft pick and a 2027 sixth round draft pick from Atlanta Falcons for S Sydney Brown, a 2027 fourth round draft pick and a 2027 sixth round draft pick.",espn_transactions_api
2026,2026-03-19,12,PHI,Philadelphia Eagles,,,,,SIGNING,"Signed RB Dameon Pierce to a one-year contract. Signed WR Marquise Brown, P Braden Mann and RB Dameon Pierce to contracts.",espn_transactions_api
2026,2026-03-16,12,PHI,Philadelphia Eagles,,,,,SIGNING,Signed LB Arnold Ebiketie to a contract.,espn_transactions_api
2026,2026-03-20,12,SEA,Seattle Seahawks,,,,,OTHER,Exercised the 5th Year Option for WR Jaxon Smith-Njigba and CB Devon Witherspoon.,espn_transactions_api
2026,2026-03-18,12,SEA,Seattle Seahawks,,,,,SIGNING,Signed WR Cody White to a one-year contract.,espn_transactions_api
2026,2026-03-17,12,SEA,Seattle Seahawks,,,,,SIGNING,"Signed RB George Holani, DT Brandon Pili and CB Noah Igbinoghene to contracts.",espn_transactions_api
2026,2026-03-16,12,SEA,Seattle Seahawks,,,,,SIGNING,Signed DB Rodney Thomas.,espn_transactions_api
2026,2026-03-18,12,SF,San Francisco 49ers,,,,,SIGNING,"Signed DE Sam Okuayinonu, WR Christian Kirk, LB Garret Wallow and P Corliss Waitman to contracts.",espn_transactions_api
2026,2026-03-17,12,SF,San Francisco 49ers,,,,,SIGNING,Signed CB Nate Hobbs to a contract.,espn_transactions_api
2026,2026-03-16,12,SF,San Francisco 49ers,,,,,SIGNING,Signed LB Luke Gifford to a contract.,espn_transactions_api
2026,2026-03-16,12,TB,Tampa Bay Buccaneers,,,,,SIGNING,Signed C Dan Feeney and TE Ko Kieft to contracts.,espn_transactions_api
2026,2026-03-09,11,ARI,Arizona Cardinals,,,,,OTHER,"Agreed to terms with DL L.J. Collier, P Blake Gillikin, and K Chad Ryland to one-year contracts.",espn_transactions_api
2026,2026-03-13,11,ARI,Arizona Cardinals,,,,,SIGNING,Signed WR Simi Fehoko to a one-year contract.,espn_transactions_api
2026,2026-03-12,11,ARI,Arizona Cardinals,,,,,WAIVE_RELEASE,"Signed LS Casey Kreiter, QB Gardner Minshew II, OL Matt Pryor, DL Jonah Williams, RB Zonovan Knight and CB Starling Thomas V to one-year contracts. Signed RB Tyler Allgeier and OL Elijah Wilkinson to two-year contracts. Signed WR Kendrick Bourne to a two-year contract. Released C Evan Brown. Signed K Chad Ryland to a contract.",espn_transactions_api
2026,2026-03-11,11,ARI,Arizona Cardinals,,,,,WAIVE_RELEASE,"Released QB Kyler Murray. Signed DL Roy Lopex to a two-year contract and OL Isaac Seumalo to a three-year contract,",espn_transactions_api
2026,2026-03-09,11,ATL,Atlanta Falcons,,,,,OTHER,Terminated the contract of WR Darnell Mooney.,espn_transactions_api
2026,2026-03-13,11,ATL,Atlanta Falcons,,,,,SIGNING,Signed QB Tua Tagovailoa to a one-year contract.,espn_transactions_api
2026,2026-03-12,11,ATL,Atlanta Falcons,,,,,SIGNING,"Re-signed DT LaCale London to a contract. Signed P Jake Bailey, WR Jahan Dotson, K Nick Polk, LBs Christian Harris, LaCale London, Cameron Thomas and TE Austin Hooper to contracts.",espn_transactions_api
2026,2026-03-13,11,CAR,Carolina Panthers,,,,,SIGNING,Signed LB Claudin Cerelus to a contract.,espn_transactions_api
2026,2026-03-12,11,CAR,Carolina Panthers,,,,,SIGNING,"Signed C Luke Fortner, LBs Devin Lloyd, Jaelan Phillips and QB Kenny Pickett to contracts.",espn_transactions_api
2026,2026-03-11,11,CAR,Carolina Panthers,,,,,WAIVE_RELEASE,Waived DT Popo Aumavae.,espn_transactions_api
2026,2026-03-10,11,CAR,Carolina Panthers,,,,,WAIVE_RELEASE,"Re-signed DE LaBryan Ray, WR David Moore, S Isaiah Simmons and OLB Thomas Incoom. Signed CB Robert Rochell to a contract. Released DT A’Shawn Robinson. Waived DT Popo Aumavae.",espn_transactions_api
2026,2026-03-12,11,CHI,Chicago Bears,,,,,SIGNING,"Re-signed OL Jordan McFadden to a one-year contract. Signed CB Coby Bryant, LB Devin Bush, DT Neville Galimore, WR Kalif Raymond and OT Jedrick Wills to contracts.",espn_transactions_api
2026,2026-03-12,11,DAL,Dallas Cowboys,,,,,OTHER,Acquired a 2026 seventh-round draft pick from Tennessee Titans for DL Solomon Thomas.,espn_transactions_api
2026,2026-03-11,11,DAL,Dallas Cowboys,,,,,OTHER,Acquired DL Rashan Gary from Green Bay in exchange for a 2027 fourth-round draft pick.,espn_transactions_api
2026,2026-03-13,11,DAL,Dallas Cowboys,,,,,SIGNING,Signed TE Princeton Fant and DE Tyrus Wheat to contracts.,espn_transactions_api
2026,2026-03-09,11,DET,Detroit Lions,,,,,OTHER,Terminated the contract of OL Taylor Decker.,espn_transactions_api
2026,2026-03-13,11,DET,Detroit Lions,,,,,SIGNING,Signed DB Izien Christian and LB Trevor Nowaske to contracts.,espn_transactions_api
2026,2026-03-12,11,DET,Detroit Lions,,,,,SIGNING,Signed Gs Larry Borom and Cade Mays to contracts.,espn_transactions_api
2026,2026-03-11,11,DET,Detroit Lions,,,,,WAIVE_RELEASE,Placed DE Josh Paschal on waivers.,espn_transactions_api
2026,2026-03-13,11,GB,Green Bay Packers,,,,,SIGNING,Signed WR Skyy Moore to a contract. Signed DL Javon Hargrave to a contract.,espn_transactions_api
2026,2026-03-12,11,GB,Green Bay Packers,,,,,SIGNING,Signed CB Benjamin St-Juste to a contract.,espn_transactions_api
2026,2026-03-11,11,GB,Green Bay Packers,,,,,WAIVE_RELEASE,Re-signed C/G Sean Rhyan to a contract. Released CB Nate Hobbs. Acquired LB Zaire Franklin from Indianapolis in exchange for DL Colby Wooden.,espn_transactions_api
2026,2026-03-10,11,GB,Green Bay Packers,,,,,WAIVE_RELEASE,Released C Elgton Jenkins.,espn_transactions_api
2026,2026-03-09,11,GB,Green Bay Packers,,,,,WAIVE_RELEASE,Released OL Elgton Jenkins.,espn_transactions_api
2026,2026-03-12,11,LAR,Los Angeles Rams,,,,,SIGNING,Signed LS Joe Cardona and CB Jaylen Watson to contracts.,espn_transactions_api
2026,2026-03-12,11,MIN,Minnesota Vikings,,,,,SIGNING,"Signed QB Kyler Murray, CBs James Pierre and Tavierre Thomas to contracts.",espn_transactions_api
2026,2026-03-11,11,MIN,Minnesota Vikings,,,,,SIGNING,Signed S Tavierre Thomas and DLs Jonathan Allen and Javon Hargrave to contracts.,espn_transactions_api
2026,2026-03-10,11,MIN,Minnesota Vikings,,,,,SIGNING,Signed LS Andrew DePaola to a contract.,espn_transactions_api
2026,2026-03-09,11,MIN,Minnesota Vikings,,,,,SIGNING,Signed LB Eric Wilson to a contract. Tendered LB Ivan Pace Jr. to a one-year contract with a right-of-first-refusal designation. Tendered DL Jalen Redmond as an exclusive rights free agent. Re-signed RB Zavier Scott and OLB Bo Richter to contracts. Terminated the contract of C Ryan Kelly.,espn_transactions_api
2026,2026-03-13,11,MIN,Minnesota Vikings,,,,,WAIVE_RELEASE,Waived C Zeke Correll.,espn_transactions_api
2026,2026-03-12,11,NO,New Orleans Saints,,,,,SIGNING,"Signed OT David Edwards, LB Kaden Elliss, Dillon Radunz. TE Noah Fant, P and Ryan Wright to contracts.",espn_transactions_api
2026,2026-03-13,11,NYG,New York Giants,,,,,SIGNING,Signed LB Tremaine Edmunds to a contract.,espn_transactions_api
2026,2026-03-11,11,NYG,New York Giants,,,,,WAIVE_RELEASE,Waived DB Anthony Johnson.,espn_transactions_api
2026,2026-03-10,11,NYG,New York Giants,,,,,WAIVE_RELEASE,Waived S Anthony Johnson Jr.,espn_transactions_api
2026,2026-03-13,11,PHI,Philadelphia Eagles,,,,,SIGNING,Signed TE Johnny Mundt to contract.,espn_transactions_api
2026,2026-03-12,11,PHI,Philadelphia Eagles,,,,,SIGNING,Signed CB Riq Woolen to a contract.,espn_transactions_api
2026,2026-03-13,11,SEA,Seattle Seahawks,,,,,WAIVE_RELEASE,Released DB Tyler Hall. Signed RBs Brady Russell and Emanuel Wilson to contracts.,espn_transactions_api
2026,2026-03-12,11,SF,San Francisco 49ers,,,,,WAIVE_RELEASE,Released DE Bryce Huff. Signed WR Mike Evans to a contract.,espn_transactions_api
2026,2026-03-13,11,TB,Tampa Bay Buccaneers,,,,,SIGNING,Signed TE Ko Kieft to a contract extension. Signed QB Jake Browning and DE A'Shawn Robinson to contracts.,espn_transactions_api
2026,2026-03-06,10,ARI,Arizona Cardinals,,,,,WAIVE_RELEASE,Released DL Dalvin Tomlinson.,espn_transactions_api
2026,2026-03-05,10,ARI,Arizona Cardinals,,,,,WAIVE_RELEASE,Released LB Akeem Davis-Gaither and DL Bilal Nichols.,espn_transactions_api
2026,2026-03-04,10,CAR,Carolina Panthers,,,,,OTHER,Tendered WRs Jalen Coker and Brycen Tremayne as exclusive rights free agents.,espn_transactions_api
2026,2026-03-06,10,CHI,Chicago Bears,,,,,WAIVE_RELEASE,Released LB Tremaine Edmunds. Placed C Drew Dalman on the reserve/retired list.,espn_transactions_api
2026,2026-03-06,10,DAL,Dallas Cowboys,,,,,WAIVE_RELEASE,Waived DT Perrion Winfrey.,espn_transactions_api
2026,2026-03-05,10,DAL,Dallas Cowboys,,,,,WAIVE_RELEASE,Waived DT Perrion Winfrey.,espn_transactions_api
2026,2026-03-04,10,DET,Detroit Lions,,,,,OTHER,Tendered K Jake Bates as an exclusive rights free agent.,espn_transactions_api
2026,2026-03-02,10,DET,Detroit Lions,,,,,WAIVE_RELEASE,Released OL Graham Glasgow.,espn_transactions_api
2026,2026-03-04,10,GB,Green Bay Packers,,,,,SIGNING,Re-signed RB Chris Brooks to a two-year contract.,espn_transactions_api
2026,2026-03-06,10,NYG,New York Giants,,,,,WAIVE_RELEASE,Released T James Hudson.,espn_transactions_api
2026,2026-03-04,10,NYG,New York Giants,,,,,WAIVE_RELEASE,Released ILB Bobby Okereke.,espn_transactions_api
2026,2026-03-02,10,PHI,Philadelphia Eagles,,,,,SIGNING,Signed DE Ta’Quon Graham to a contract.,espn_transactions_api
2026,2026-03-03,10,SEA,Seattle Seahawks,,,,,OTHER,Tendered S Ty Okada and RB George Holani.,espn_transactions_api
2026,2026-02-28,9,DAL,Dallas Cowboys,,,,,OTHER,"Restructured the contracts of QB Dak Prescott, WR CeeDee Lamb, and G Tyler Smith.",espn_transactions_api
2026,2026-02-27,9,DAL,Dallas Cowboys,,,,,OTHER,Placed the franchise tag on WR George Pickens.,espn_transactions_api
2026,2026-02-26,9,DAL,Dallas Cowboys,,,,,OTHER,Placed a second-round tender on G T.J. Bass.,espn_transactions_api
2026,2026-02-23,9,DET,Detroit Lions,,,,,OTHER,"Hired Mike Kafka as pass game coordinator, Steve Oliver as tight ends coach and Dan Skipper as offensive assistant. Named David Shaw pass game specialist.",espn_transactions_api
2026,2026-02-27,9,GB,Green Bay Packers,,,,,OTHER,Hired Cam Achord as special teams coordinator.,espn_transactions_api
