Season,Week,Game_Type,Team,Points_Scored,Points_Allowed,Location,Outcome,week,completions,attempts,passing_yards,passing_tds,interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards,fantasy_points,fantasy_points_ppr
2021,12,REG,DAL,33.0,36.0,Home,Loss,5709,444,647,4963,40,11,33,-163,6,4,5116,2264,248,121.3150802253373,225.873575643078,2,35.33838374037856,200,97,63,9,473,2119,15,8,4,111,-22.218052031812043,4,54,37,11,2,444,637,4963,40,4,0,5029,2264,248,190.00272552424371,2,201,97,63,8,165.64422499977576,17.0,16.66398850475354,37.16479195332748,3,624,63,333,61,307,13,41.0,297.0,114,26,405,83,5,3,0,3,1,0,0,0,5,15,-11,8,54,1,118,1058,14,12,2,26,9,28,185,29,719,29,35,6,0,543.0,10.683333333333334,0,5,15,7,2,0,0,0,1,2,2,1,1088,287,0,47,53,6,0,12.857142857142858,1,1,0,0,56,65,0,952.0,3143,24,5,7,4,24,25,163,0,2900,1392.72,1836.72
2021,12,REG,DEN,28.0,13.0,Home,Win,4992,354,541,3856,20,9,40,-263,1,0,4552,1744,179,43.70757981475442,45.22659737866629,1,18.39690569756364,155,68,46,7,455,2025,16,7,6,123,-34.38671498639965,0,55,36,10,3,354,517,3856,20,2,1,4387,1744,179,114.2380955081038,1,155,68,46,7,142.9535545828201,17.0,16.273489027013138,36.8914423189092,0,578,63,381,58,283,6,36.0,249.0,83,13,221,73,1,2,0,0,0,3,0,0,0,3,4,6,10,0,87,731,10,2,0,12,9,28,230,18,291,26,31,4,1,621.0,12.083333333333334,0,7,6,8,4,1,0,0,0,0,4,0,1009,212,22,33,34,1,0,15.5,0,0,0,0,0,67,0,913.0,3083,28,9,7,3,24,24,154,0,2869,1010.34,1364.34
2021,12,REG,DET,14.0,16.0,Home,Loss,5377,396,593,3884,23,14,36,-286,7,4,3783,2091,193,-20.95766867941608,68.36518215481432,5,25.557942701523498,143,72,49,5,427,1886,12,6,4,104,-38.1162811281006,0,53,40,12,2,396,565,3884,23,2,1,3722,2091,193,66.88978943930101,5,143,71,48,5,149.45854317229563,17.0,16.71827540913709,37.20279278639596,0,640,94,430,51,240,10,30.0,201.0,63,11,108,68,0,1,0,0,1,0,0,0,0,7,-4,8,6,0,88,740,12,5,1,17,9,22,236,36,880,26,30,4,0,529.0,12.0,0,4,11,10,1,0,0,0,0,2,2,0,984,201,0,27,28,1,0,13.5,0,0,0,0,0,65,0,996.0,3198,17,2,11,7,10,35,308,0,2750,1008.36,1404.36
2021,12,REG,GB,36.0,28.0,Home,Win,5350,402,593,4526,39,7,33,-211,3,1,4578,2410,235,121.74914223977385,74.65835373292097,0,20.31919600131632,179,90,61,11,446,1900,13,5,2,109,14.604044207552086,1,36,23,7,1,402,570,4526,39,5,1,4461,2410,235,185.05434345267,0,179,90,61,11,0.8357261973727712,17.0,16.4278068305568,36.99946478138976,0,633,77,295,46,249,10,38.0,287.0,93,18,164,74,2,5,0,0,0,1,0,0,0,10,-7,8,10,0,81,740,12,6,2,18,6,25,199,30,531,25,34,7,2,550.0,12.821428571428571,0,9,9,4,3,0,0,0,2,4,1,0,903,283,71,49,51,2,0,15.0,2,2,0,0,100,53,0,946.0,2467,18,9,7,4,12,21,268,1,2119,1271.64,1673.64
2021,12,REG,HOU,14.0,21.0,Home,Loss,5386,354,546,3630,21,15,44,-325,4,1,3997,1723,162,-60.41174313821488,-100.38270404498924,1,18.12414654428772,139,58,44,8,420,1422,8,5,1,77,-66.45837687555539,1,23,15,6,0,354,523,3630,21,5,4,3798,1723,162,16.25760278590758,1,139,58,44,8,176.81440195245062,17.0,16.213439047576724,36.84940733330371,1,644,119,437,67,273,16,32.0,225.0,70,17,295,64,1,2,1,0,0,0,0,0,0,9,-9,8,5,0,103,924,10,8,2,18,7,26,188,43,1006,21,27,5,1,488.0,10.166666666666666,0,7,5,3,5,1,0,0,0,2,3,0,773,253,41,25,29,4,0,9.833333333333334,0,0,0,0,0,88,0,958.0,4108,37,7,10,4,22,45,355,0,3673,878.4,1232.4
2021,12,REG,IND,31.0,38.0,Home,Loss,5079,324,521,3588,27,8,32,-227,4,4,4000,1657,167,9.956186922557428,-71.55378981005352,2,16.613537321411496,139,65,42,9,499,2540,22,7,3,154,39.33890038725944,0,72,49,19,5,324,502,3588,27,5,1,3942,1647,167,101.19045703613516,2,139,65,42,9,130.42441884149494,17.0,16.796111348161745,37.25727794371322,2,632,134,336,55,236,18,33.0,223.0,86,19,175,69,0,4,0,2,0,0,0,0,12,9,-6,14,56,1,71,663,15,6,1,21,11,23,170,33,808,29,35,5,1,664.0,15.083333333333334,0,7,9,13,0,0,0,0,1,2,2,0,1059,235,37,46,47,1,0,15.5,0,0,0,0,0,59,0,867.0,2627,24,7,8,1,15,28,267,0,2340,1146.3200000000002,1470.3200000000002
2021,12,REG,JAX,14.0,21.0,Home,Loss,5465,361,604,3674,12,17,32,-238,6,5,4765,1640,178,-58.918805229335575,-33.50767508376492,2,15.206512527384156,145,67,44,5,392,1755,13,6,4,92,-23.66407170104753,0,42,25,7,2,361,583,3674,12,5,2,4604,1640,178,11.35371707777394,2,145,67,44,5,133.4622342977211,17.0,16.39421679878388,36.97595175914872,2,647,80,426,55,268,9,32.0,236.0,83,7,57,50,0,2,0,0,2,0,0,0,109,6,0,2,0,1,113,892,17,4,3,21,12,19,159,36,799,21,27,6,0,380.0,8.25,0,7,7,3,4,0,0,0,0,2,4,0,746,301,0,18,22,4,0,10.833333333333334,1,1,0,0,53,71,1,923.0,3337,28,9,8,2,30,22,180,0,3117,851.86,1212.86
2021,12,REG,LA,28.0,36.0,Away,Loss,4836,406,607,4893,41,18,31,-251,3,2,5134,2137,233,108.2507875701711,-82.54111419264557,2,17.10571240608431,174,102,65,18,420,1683,10,3,2,99,-35.8979216356487,0,46,26,3,0,406,602,4893,41,2,0,5113,2137,233,182.64076882577447,2,174,102,65,18,112.89750402218576,17.0,16.964066129186907,37.37484629043083,1,631,116,444,75,337,15,50.0,367.0,95,19,192,72,0,1,1,0,0,0,0,0,0,6,-7,6,8,0,81,662,7,5,1,12,5,19,215,34,686,32,34,2,0,693.0,15.666666666666666,0,6,15,7,4,0,0,0,0,1,1,0,1188,102,0,48,49,1,0,16.666666666666668,0,0,0,0,0,51,0,852.0,2252,23,8,8,1,25,9,60,0,2172,1293.32,1699.32
2021,12,REG,LAC,13.0,28.0,Away,Loss,5508,443,674,5014,38,15,31,-214,1,1,5082,2403,256,119.34808747669967,-110.72674091842528,6,18.029528127166124,208,99,53,15,423,1834,18,3,2,112,-15.468361516838732,1,45,33,7,1,443,659,5014,38,5,3,4983,2403,256,166.34604151920746,6,208,99,53,15,92.81753119750567,17.0,16.655848247897502,37.15909377352825,1,641,101,427,55,221,19,35.0,231.0,89,11,70,56,0,1,0,0,0,0,0,0,0,1,0,10,95,1,129,1110,9,1,3,10,7,18,107,39,976,24,27,3,0,464.0,11.25,1,8,6,8,1,0,0,0,0,1,2,0,833,147,0,40,47,7,0,12.183333333333334,1,1,0,0,29,47,1,715.0,2123,12,6,4,2,5,30,329,0,1754,1363.36,1806.36
2021,12,REG,LV,36.0,33.0,Away,Win,5291,429,628,4808,23,14,40,-241,9,5,5115,2291,217,36.74009039532134,24.136530823558992,0,16.915385942731543,187,104,67,10,414,1617,14,9,2,95,-49.07788561084234,0,37,27,7,0,429,603,4808,23,5,3,4950,2291,217,116.59680748594984,0,187,104,67,10,82.61220354249612,17.0,16.46075248715233,37.02252674100663,0,628,85,453,53,239,13,35.0,207.0,114,6,68,74,0,4,1,0,0,0,0,0,0,16,-25,9,34,0,115,1061,20,9,3,29,10,32,309,35,694,40,43,3,0,672.0,14.416666666666666,0,10,12,12,6,0,0,1,0,1,1,0,1504,120,0,30,33,3,0,13.416666666666666,5,5,0,0,179,64,0,1023.0,3132,28,7,5,7,17,28,341,0,2651,1100.82,1529.82
2021,12,REG,MIA,33.0,10.0,Home,Win,5244,404,615,3936,21,14,40,-285,10,4,4471,1739,206,-4.536039533838318,-51.48489074681163,2,18.506451350976626,147,72,45,8,442,1568,12,5,2,87,-58.10777029026223,0,34,23,5,0,404,599,3936,21,2,1,4437,1739,206,79.66824750957717,2,147,72,45,8,133.57623915142284,17.0,16.89221331654714,37.324549321583,1,585,113,403,60,354,14,47.0,367.0,128,14,175,91,3,7,0,1,0,0,0,0,2,16,-17,12,61,2,92,760,16,13,1,29,12,29,190,19,330,23,31,5,3,594.0,12.166666666666666,0,6,7,8,2,0,0,0,1,1,3,0,860,249,138,34,35,1,0,13.75,0,0,0,0,0,78,0,917.0,3489,31,4,12,5,27,30,262,0,3127,961.84,1365.84
2021,12,REG,MIN,26.0,34.0,Away,Loss,5318,398,604,4450,34,7,30,-212,10,2,4842,1944,202,57.37675565399799,-21.955755214171667,0,17.06020911033899,171,101,63,10,449,1930,10,6,3,103,-41.31556674316617,1,56,42,13,2,398,578,4450,34,3,1,4555,1944,202,130.167997820186,0,171,101,63,10,103.47164637403574,17.0,15.98322062664231,36.688254438649615,2,657,107,443,55,350,13,51.0,378.0,101,16,256,68,2,2,0,0,0,1,0,0,0,13,-11,8,2,0,119,1072,18,3,2,21,6,26,206,32,849,33,38,5,0,673.0,13.816666666666666,0,8,11,7,7,0,0,0,1,2,2,0,1254,236,0,36,40,4,0,14.833333333333334,2,3,1,0,120,78,1,949.0,3624,26,11,10,3,15,39,339,1,3225,1204.0,1602.0
2021,12,REG,NE,36.0,13.0,Home,Win,5279,364,535,4098,24,13,28,-241,4,2,4288,1940,187,77.88801936561059,200.6909294215654,2,32.99805390609103,162,85,60,8,489,2151,24,7,3,139,6.713306028096723,1,65,47,11,1,364,524,4098,24,5,4,4251,1940,187,120.77114051840508,2,162,85,60,8,90.94292224734816,17.0,16.8439882093582,37.29079174655074,0,579,142,402,50,264,10,36.0,256.0,86,23,322,89,3,3,0,0,0,0,0,0,0,9,-11,7,-6,0,101,881,13,7,1,20,10,28,316,25,544,36,39,3,0,645.0,13.833333333333334,0,9,11,11,5,0,0,0,0,0,3,0,1355,163,0,42,47,4,1,14.19047619047619,1,2,1,0,77,49,3,943.0,2316,23,8,6,6,13,16,138,0,2058,1138.82,1502.82
2021,12,REG,NO,6.0,31.0,Home,Loss,5547,293,504,3437,29,13,37,-251,4,2,3745,1687,165,-32.21065915119972,-44.528434346240346,0,24.218736570294265,135,66,41,8,510,1991,12,2,1,113,-51.90695940658594,0,45,28,9,1,293,474,3437,29,3,1,3662,1687,165,62.94824915097859,0,135,66,41,8,178.42612494466582,17.0,16.6949307301809,37.18645151112663,0,659,56,376,76,344,13,46.0,310.0,113,18,313,81,2,2,0,1,0,1,0,0,33,6,-2,7,10,0,100,818,8,6,3,14,5,35,349,37,838,25,30,5,0,449.0,11.25,0,8,11,5,1,0,0,0,2,0,3,0,840,236,0,31,38,7,0,11.016666666666667,0,0,0,0,0,83,0,964.0,3956,29,7,11,4,18,43,391,0,3485,1008.28,1301.28
2021,12,REG,NYG,13.0,7.0,Home,Win,5456,351,593,3463,15,20,38,-267,11,6,4363,1621,171,-131.0419566302411,-225.0647741951941,1,18.75517103675772,140,68,31,6,419,1688,8,4,2,90,-34.944570241398154,3,37,28,9,2,351,564,3463,15,4,2,4112,1621,171,-25.41796615699328,1,140,68,31,6,25.68479538711399,17.0,16.03515922934034,36.72461146053824,0,629,98,544,47,184,12,34.0,205.0,79,15,135,83,1,3,0,0,0,0,0,0,0,12,-28,7,13,0,83,651,17,6,1,23,10,26,197,33,683,29,33,4,0,587.0,12.75,0,5,12,5,7,0,0,0,1,0,3,0,1146,196,0,17,17,0,0,12.0,0,0,0,0,0,74,0,901.0,3283,24,8,17,6,15,28,237,0,2926,801.62,1152.62
2021,12,REG,NYJ,21.0,14.0,Away,Win,5457,357,603,3959,20,20,53,-418,5,2,4349,2002,195,-75.23830914390194,-154.67987708465847,2,23.07550734769536,172,77,52,6,380,1667,14,1,1,87,-10.905855076978986,2,46,35,9,2,357,581,3959,20,6,4,4240,2002,195,30.08328847091493,2,172,77,52,6,213.6674314679626,17.0,16.422113697242814,36.99547958806997,1,654,114,448,55,287,13,31.0,245.0,88,7,114,61,1,0,0,0,0,0,0,0,0,6,0,7,40,0,119,960,13,1,1,14,7,17,206,50,1371,21,27,6,0,503.0,11.333333333333332,0,7,8,5,1,0,0,0,0,3,3,0,724,292,0,23,27,3,1,10.666666666666666,0,0,0,0,0,70,1,947.0,3274,23,12,11,1,17,29,306,0,2948,968.96,1325.96
2021,12,REG,PHI,7.0,13.0,Away,Loss,5068,307,494,3585,20,10,31,-181,6,1,4230,1729,167,31.47512800430677,0.0807240662197923,3,15.573964309923946,149,86,51,5,550,2715,25,6,4,163,43.0000130858342,2,77,58,17,0,307,468,3585,20,2,1,3956,1729,167,103.46234963831198,3,149,86,51,5,160.4986995429581,17.0,15.989327617222813,36.69252933205597,0,607,65,507,62,287,13,29.0,220.0,83,12,142,56,2,1,0,1,0,1,0,0,8,12,-50,4,116,3,101,812,12,10,4,22,6,33,239,34,630,30,33,2,1,548.0,12.166666666666666,0,7,10,10,3,0,0,0,0,2,0,0,1096,87,47,44,44,0,0,16.0,0,0,0,0,0,55,0,799.0,2416,17,6,10,3,12,24,225,0,2131,1107.4,1414.4
2021,12,REG,PIT,10.0,41.0,Away,Loss,5550,425,664,4017,23,11,38,-239,9,5,4439,2054,204,-57.07841774197806,-67.83539345562605,2,17.25868853643637,154,67,41,9,411,1583,10,0,0,85,-20.156033461619195,0,43,27,9,0,425,653,4017,23,4,3,4415,2054,204,11.854559001116378,2,154,67,41,9,230.1169034251496,17.0,16.901931544339302,37.33135208103751,1,674,116,406,85,375,18,55.0,321.0,106,13,105,80,0,3,0,2,0,0,0,0,9,10,-19,9,-1,0,103,818,13,6,0,19,9,40,370,38,849,36,40,4,0,725.0,14.8,0,9,8,11,8,0,0,0,1,2,1,0,1400,183,0,27,29,2,0,14.666666666666666,2,2,0,0,73,77,0,906.0,3347,26,15,7,4,19,32,308,0,2959,986.68,1411.68
2021,12,REG,SEA,15.0,17.0,Away,Loss,5391,324,495,3815,30,7,46,-383,5,2,4619,1743,166,15.375291091702412,76.35351113457537,1,16.588153914793725,138,75,56,12,413,2074,18,4,1,106,16.348847755579502,0,53,42,18,3,324,474,3815,30,6,3,4429,1743,166,101.10014453433097,1,138,75,56,12,143.02392982227528,17.0,16.29782989581544,36.908480927070805,1,671,160,504,52,250,9,33.0,250.0,92,11,92,80,0,2,1,0,1,0,1,1,41,10,-23,7,5,0,88,758,13,4,1,17,6,23,192,38,894,17,23,6,0,469.0,9.833333333333334,0,2,9,3,3,0,0,0,2,2,2,0,652,271,0,44,47,3,0,15.083333333333334,0,0,0,0,0,83,0,954.0,3895,40,6,13,10,22,32,234,0,3461,1133.5,1457.5
2021,12,REG,SF,34.0,26.0,Home,Win,5464,343,514,4437,26,14,33,-216,4,2,4003,2254,200,105.8835216240011,104.57206401835224,1,24.084778212374623,178,97,63,11,499,2166,22,5,1,130,-1.9087813498247612,1,58,45,12,1,343,497,4437,26,9,4,3958,2254,200,154.92724108756136,1,178,97,63,11,176.9433811696948,17.0,16.848868744093362,37.29420812086536,0,634,71,411,83,393,22,48.0,364.0,103,9,136,55,2,1,1,0,0,1,0,0,0,11,-13,11,12,0,101,1061,14,9,2,23,10,34,279,34,642,27,32,5,0,663.0,13.8,0,7,6,9,5,0,0,0,0,4,1,0,1037,230,0,42,46,4,0,14.666666666666666,1,1,0,0,24,59,0,898.0,2656,22,7,11,5,16,20,156,0,2400,1193.78,1536.78
2021,12,REG,TB,38.0,31.0,Away,Win,5489,492,731,5383,43,12,23,-154,3,2,5894,2573,273,144.29641737040208,-74.10840131614694,0,21.46737475149187,208,108,76,10,385,1672,18,3,3,106,-2.428033534017368,1,39,28,9,2,492,716,5383,43,4,2,5787,2573,273,186.24638297668363,0,208,108,76,10,142.8332051366522,17.0,16.70346047435072,37.1924223320455,0,676,60,316,73,315,16,47.0,285.0,127,17,177,85,2,1,0,0,0,0,0,0,0,3,-9,12,29,0,131,1033,11,1,2,12,7,35,250,30,592,25,31,6,0,452.0,11.466666666666669,0,11,7,7,0,0,0,0,1,3,1,1,821,285,0,56,59,3,0,15.107142857142858,1,1,0,0,36,62,0,872.0,2605,26,8,8,2,21,23,184,0,2381,1422.82,1914.82
2021,12,REG,TEN,13.0,36.0,Away,Loss,5350,359,535,3745,22,14,47,-327,6,3,4005,1780,194,28.506517294325874,91.13009044831338,1,19.63946540973682,169,59,35,7,551,2404,23,9,4,134,0.8969569727867412,1,61,45,11,3,359,522,3745,22,4,3,3877,1780,194,111.07665132465308,1,169,59,35,7,167.59075400882114,17.0,16.37753257914531,36.96427280540171,0,601,104,350,62,335,13,42.0,309.0,93,16,128,83,2,3,0,0,0,1,0,0,0,14,-31,6,31,2,96,938,17,8,0,25,11,30,293,40,778,26,32,6,0,488.0,11.216666666666669,0,5,12,8,1,0,0,0,0,6,0,0,951,272,0,43,47,4,0,15.3,3,3,0,0,124,58,0,894.0,2570,20,11,7,2,16,22,223,0,2307,1080.7,1439.7
2021,12,REG,WAS,17.0,15.0,Home,Win,5315,356,550,3746,21,15,43,-305,7,3,4120,1896,181,-35.989729638705995,-23.03113902946776,0,19.264048431812224,157,72,42,7,477,2061,13,10,3,129,-14.795005624785569,2,58,34,8,0,356,534,3746,21,4,3,4044,1896,181,37.76913575907222,0,157,72,42,7,44.0169232418982,17.0,16.6821651012011,37.17751557084077,1,612,85,417,54,220,9,37.0,180.0,104,11,120,61,2,1,0,0,0,1,0,0,0,15,-6,7,35,0,87,768,19,6,1,25,9,16,134,36,904,28,33,2,3,583.0,12.25,0,10,5,10,3,0,0,0,0,1,1,0,1028,93,134,25,29,2,2,14.333333333333334,2,2,0,0,91,62,1,884.0,2985,22,5,8,7,15,27,244,0,2601,980.54,1336.54
2021,13,REG,ARI,33.0,22.0,Away,Win,5229,415,591,4619,27,11,39,-343,3,1,4425,2267,214,80.31259460220403,162.04249329876848,0,24.707576576632437,177,91,62,11,496,2076,23,15,1,127,-8.976329610566415,0,54,34,10,3,415,570,4619,27,2,1,4272,2267,214,161.7520359943092,0,177,91,62,11,28.412537178357155,17.0,16.4774801688992,37.03423611822944,0,623,80,358,64,259,21,40.0,227.0,101,13,247,73,1,2,0,0,0,0,0,0,0,23,-53,14,36,1,106,941,8,22,3,30,4,26,238,29,611,30,37,7,0,651.0,13.166666666666666,0,11,9,3,6,1,0,0,2,2,1,2,1103,339,0,47,49,2,0,15.166666666666666,0,0,0,0,0,52,0,908.0,2540,12,4,5,5,8,30,265,0,2175,1234.26,1649.26
2021,13,REG,ATL,17.0,30.0,Home,Loss,5462,377,573,3987,20,15,40,-274,5,3,4143,1732,196,-16.814218519930552,-193.4534456785184,0,18.254394207409984,157,77,44,7,393,1451,11,9,3,75,-65.02302008257266,1,42,23,2,0,377,554,3987,20,7,5,4019,1732,196,55.5319448593675,0,157,77,44,7,128.02345526344328,17.0,16.544029295037774,37.08082050652644,0,637,91,481,44,174,14,17.0,148.0,59,12,202,77,2,1,0,0,0,1,0,0,0,11,-18,8,40,0,84,716,18,6,2,24,11,23,189,46,999,27,29,2,0,588.0,14.666666666666666,0,8,9,6,4,0,0,0,0,1,1,0,996,95,0,30,30,0,0,14.0,3,3,0,0,105,65,1,969.0,2998,24,9,8,5,17,26,235,0,2663,919.28,1296.28
2021,13,REG,BAL,19.0,20.0,Away,Loss,5472,396,611,4267,21,18,57,-306,5,3,5232,1717,209,-0.7380056510154844,-41.72326624200242,2,16.549830619825222,171,81,54,6,517,2479,18,7,3,159,10.518268495342522,0,67,49,15,1,396,591,4267,21,5,1,5165,1717,209,91.25577163917568,2,171,81,54,6,110.51371847224824,17.0,16.815944130530447,37.27116089137131,0,607,74,370,60,269,8,33.0,227.0,96,9,38,72,1,1,1,0,0,1,1,0,0,10,-13,6,0,1,113,902,15,6,3,21,8,26,360,32,737,35,37,2,0,723.0,15.3,0,7,9,13,5,1,0,0,0,2,0,0,1401,97,0,32,32,0,0,16.0,2,2,0,0,102,71,0,896.0,3149,26,10,10,4,16,31,228,0,2841,1121.28,1517.28
2021,13,REG,BUF,10.0,14.0,Home,Loss,5418,415,655,4450,36,16,27,-166,3,1,5355,1751,236,78.07080575368647,66.07905828478609,2,21.66331482333503,182,80,51,8,461,2209,20,8,3,134,30.4179243373543,1,59,47,18,2,415,623,4450,36,8,1,5276,1752,236,130.57344572478337,2,182,80,51,8,211.78179177802784,17.0,16.81141351200674,37.26798945840472,0,580,120,318,71,329,12,41.0,267.0,91,19,238,80,1,3,0,1,0,1,0,0,0,11,-4,11,16,0,110,965,17,7,7,24,6,37,316,33,790,28,32,4,0,527.0,13.5,0,15,7,4,2,0,0,0,1,1,2,0,896,192,0,51,51,0,0,16.0,0,0,0,0,0,52,1,790.0,2230,18,8,9,7,11,17,96,0,1994,1291.9,1706.9
2021,13,REG,CHI,22.0,33.0,Home,Loss,5464,332,542,3635,16,20,58,-428,10,5,4495,1600,180,-92.62039353184636,-56.92725578334724,3,19.2451765641572,163,71,40,7,475,2018,14,5,2,119,-20.071694877859816,0,54,35,13,1,332,524,3635,16,1,0,4338,1600,180,39.80252061116849,3,163,71,40,7,75.2348729312273,17.0,16.481205033290255,37.036843523303176,1,633,75,385,71,339,14,49.0,366.0,83,8,135,56,1,2,1,0,0,0,0,0,0,14,-18,8,59,1,110,928,16,9,2,25,9,29,338,51,1180,26,30,3,1,498.0,11.916666666666666,0,10,5,11,0,0,0,0,0,1,1,1,902,158,49,27,28,1,0,12.5,1,2,1,0,93,62,0,904.0,2865,19,3,7,5,13,34,375,0,2390,918.7,1250.7
2021,13,REG,CIN,22.0,41.0,Home,Loss,5214,384,555,4806,36,14,55,-403,5,2,4397,2421,208,91.25137177986848,35.64244090492989,1,19.96034990880527,185,97,63,16,436,1742,16,2,1,96,-36.11549252261203,0,40,24,8,1,384,540,4806,36,5,2,4365,2421,208,184.8451853206846,1,185,97,63,16,165.86589902411373,17.0,16.862693307851735,37.30388531549621,0,642,77,411,73,277,17,41.0,265.0,99,13,266,63,1,5,0,0,0,0,0,0,0,9,-10,8,122,1,64,584,12,6,2,18,7,36,261,33,662,29,34,5,0,694.0,14.916666666666666,0,5,9,6,9,0,0,0,0,3,2,0,1171,245,0,47,49,2,0,15.166666666666666,3,3,0,0,88,66,0,853.0,3064,22,10,7,6,15,28,235,0,2709,1269.04,1653.04
2021,13,REG,DAL,27.0,17.0,Away,Win,5709,444,647,4963,40,11,33,-163,6,4,5116,2264,248,121.3150802253373,225.873575643078,2,35.33838374037856,200,97,63,9,473,2119,15,8,4,111,-22.218052031812043,4,54,37,11,2,444,637,4963,40,4,0,5029,2264,248,190.00272552424371,2,201,97,63,8,165.64422499977576,17.0,16.66398850475354,37.16479195332748,3,624,63,333,61,307,13,41.0,297.0,114,26,405,83,5,3,0,3,1,0,0,0,5,15,-11,8,54,1,118,1058,14,12,2,26,9,28,185,29,719,29,35,6,0,543.0,10.683333333333334,0,5,15,7,2,0,0,0,1,2,2,1,1088,287,0,47,53,6,0,12.857142857142858,1,1,0,0,56,65,0,952.0,3143,24,5,7,4,24,25,163,0,2900,1392.72,1836.72
2021,13,REG,DEN,9.0,22.0,Away,Loss,4992,354,541,3856,20,9,40,-263,1,0,4552,1744,179,43.70757981475442,45.22659737866629,1,18.39690569756364,155,68,46,7,455,2025,16,7,6,123,-34.38671498639965,0,55,36,10,3,354,517,3856,20,2,1,4387,1744,179,114.2380955081038,1,155,68,46,7,142.9535545828201,17.0,16.273489027013138,36.8914423189092,0,578,63,381,58,283,6,36.0,249.0,83,13,221,73,1,2,0,0,0,3,0,0,0,3,4,6,10,0,87,731,10,2,0,12,9,28,230,18,291,26,31,4,1,621.0,12.083333333333334,0,7,6,8,4,1,0,0,0,0,4,0,1009,212,22,33,34,1,0,15.5,0,0,0,0,0,67,0,913.0,3083,28,9,7,3,24,24,154,0,2869,1010.34,1364.34
2021,13,REG,DET,29.0,27.0,Home,Win,5377,396,593,3884,23,14,36,-286,7,4,3783,2091,193,-20.95766867941608,68.36518215481432,5,25.557942701523498,143,72,49,5,427,1886,12,6,4,104,-38.1162811281006,0,53,40,12,2,396,565,3884,23,2,1,3722,2091,193,66.88978943930101,5,143,71,48,5,149.45854317229563,17.0,16.71827540913709,37.20279278639596,0,640,94,430,51,240,10,30.0,201.0,63,11,108,68,0,1,0,0,1,0,0,0,0,7,-4,8,6,0,88,740,12,5,1,17,9,22,236,36,880,26,30,4,0,529.0,12.0,0,4,11,10,1,0,0,0,0,2,2,0,984,201,0,27,28,1,0,13.5,0,0,0,0,0,65,0,996.0,3198,17,2,11,7,10,35,308,0,2750,1008.36,1404.36
2021,13,REG,HOU,0.0,31.0,Home,Loss,5386,354,546,3630,21,15,44,-325,4,1,3997,1723,162,-60.41174313821488,-100.38270404498924,1,18.12414654428772,139,58,44,8,420,1422,8,5,1,77,-66.45837687555539,1,23,15,6,0,354,523,3630,21,5,4,3798,1723,162,16.25760278590758,1,139,58,44,8,176.81440195245062,17.0,16.213439047576724,36.84940733330371,1,644,119,437,67,273,16,32.0,225.0,70,17,295,64,1,2,1,0,0,0,0,0,0,9,-9,8,5,0,103,924,10,8,2,18,7,26,188,43,1006,21,27,5,1,488.0,10.166666666666666,0,7,5,3,5,1,0,0,0,2,3,0,773,253,41,25,29,4,0,9.833333333333334,0,0,0,0,0,88,0,958.0,4108,37,7,10,4,22,45,355,0,3673,878.4,1232.4
