Team,Season,week,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,passing_interceptions,sacks_suffered,sack_yards_lost,passing_cpoe,passing_10,passing_16,passing_20,passing_40,rushing_10,rushing_12,rushing_20,rushing_40,receiving_10,receiving_16,receiving_20,receiving_40,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
ARI,2006,1334,321,544,3919.0,17,17.0,34.0,257.0,10,3,4284.0,1582.0,187.0,14.072957288532795,0,17.300261902332352,1.455957820692329,421,1338.0,12,11.0,5.0,84.0,-62.5752625000947,0,321,321,3919.0,17,3.0,2.0,2316.0,1582.0,187.0,295.3617395442498,0,249.29694576992193,16.0,16.0,35.199999999999996,1.0,876.46,1197.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2007,1412,357,591,4220.0,32,24.0,24.0,163.0,5,4,5048.0,1593.0,210.0,33.01567614191214,0,19.805416077184624,1.4820858419645044,402,1450.0,9,14.0,2.0,70.0,-46.26599723060594,0,357,357,4220.0,32,7.0,5.0,2627.0,1588.0,210.0,314.72200853726065,0,177.0517558912583,16.0,16.0,35.199999999999996,1.0,1045.8,1402.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2008,2156,511,766,6021.0,42,18.0,33.0,221.0,12,8,5379.0,2846.0,283.0,144.21514283017484,1,28.987632055188833,3.09286923062243,451,1545.0,16,6.0,2.0,93.0,-59.53437777257672,1,511,512,6021.0,42,6.0,4.0,3170.0,2846.0,283.0,459.7554964183061,1,174.03922264513704,20.0,20.0,44.0,3.0,1473.44,1984.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2009,2000,446,664,4850.0,33,19.0,28.0,196.0,11,5,5063.0,2067.0,249.0,62.189655163452386,0,27.079351548375367,2.789212618296147,402,1746.0,18,14.0,7.0,85.0,-39.16348077682778,0,446,654,4850.0,33,7.0,6.0,5063.0,2067.0,249.0,93.50171101233344,0,115.71091997796381,18.0,18.0,39.6,2.0,1229.6000000000001,1675.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2010,1604,285,561,3264.0,11,19.0,50.0,353.0,12,5,5234.0,1080.0,154.0,-167.6749119015949,1,16.027421081076902,-0.3351530742563668,320,1388.0,9,7.0,5.0,65.0,-39.17229590492562,0,285,553,3264.0,10,4.0,1.0,5181.0,1080.0,154.0,-86.24228602623049,1,128.4146101407417,16.0,16.0,35.2,3.0,715.76,1000.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2011,1542,307,550,3954.0,21,23.0,54.0,387.0,9,2,4876.0,1730.0,175.0,-67.03418410171392,0,14.923428712963766,0.37742039099229713,389,1625.0,12,8.0,4.0,83.0,-13.793825557895227,0,307,541,3954.0,21,4.0,2.0,4859.0,1730.0,175.0,13.766638851276026,0,247.60120565985343,16.0,16.0,35.199999999999996,4.0,960.0600000000001,1267.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2012,1493,337,608,3383.0,11,21.0,58.0,378.0,8,6,4862.0,1363.0,168.0,-187.42837781959682,0,15.208799505873465,-0.19635981942808511,352,1204.0,10,6.0,3.0,58.0,-75.3151613585965,0,337,605,3383.0,11,2.0,1.0,4837.0,1363.0,168.0,-81.37890261318894,0,96.73392418845326,16.0,16.0,35.199999999999996,1.0,708.02,1045.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2013,1562,363,574,4291.0,24,22.0,41.0,289.0,6,3,5284.0,1756.0,205.0,13.658030994019263,0,14.539378591034886,1.7810471489029722,422,1540.0,12,7.0,4.0,84.0,-49.34914612368729,1,363,562,4291.0,24,3.0,2.0,5270.0,1756.0,205.0,77.55227118970292,0,117.37785871265072,16.0,16.0,35.199999999999996,0.0,1006.74,1369.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2014,1893,336,596,4072.0,22,14.0,32.0,213.0,5,1,6277.0,1623.0,196.0,1.7933567532532422,1,14.38073230558016,1.117784466028417,412,1335.0,7,4.0,2.0,69.0,-68.14968055883783,1,336,589,4075.0,22,6.0,2.0,6161.0,1626.0,196.0,47.77438817729332,1,76.0105969036546,17.0,17.0,37.4,1.0,939.88,1275.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2015,1828,401,644,5359.0,39,19.0,33.0,188.0,7,4,6955.0,2057.0,267.0,128.29267321174052,0,16.421122910381527,3.2140410727783957,487,2017.0,17,8.0,4.0,99.0,-31.50179961907596,1,401,632,5359.0,39,4.0,3.0,6891.0,2057.0,267.0,185.9260714637027,0,141.7626597412925,18.0,18.0,39.6,1.0,1391.96,1792.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2016,1405,383,646,4425.0,28,17.0,41.0,289.0,9,3,6204.0,1747.0,229.0,21.115089693249395,1,13.727501809953688,1.3589045441940242,399,1732.0,20,11.0,5.0,97.0,-33.14029407170747,0,383,636,4425.0,28,5.0,3.0,6155.0,1747.0,229.0,89.98201110443648,1,19.968561412156483,16.0,16.0,35.199999999999996,0.0,1140.7,1523.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2017,1513,339,598,3979.0,21,18.0,52.0,339.0,7,2,5807.0,1457.0,200.0,-79.18764990382775,1,13.004728235978373,0.5274071631597655,409,1386.0,6,9.0,3.0,66.0,-81.77302357564938,0,339,592,3979.0,21,3.0,1.0,5730.0,1457.0,200.0,-7.722946862073659,1,134.90354030276185,16.0,16.0,35.2,0.0,897.66,1236.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2018,1314,283,495,2884.0,15,18.0,52.0,361.0,10,7,3979.0,1257.0,137.0,-170.93254263643533,1,16.0148742849995,0.4067062197438337,355,1342.0,9,6.0,2.0,76.0,-56.66819779707751,1,283,473,2884.0,15,2.0,1.0,3876.0,1254.0,137.0,-58.26508024894094,1,49.87706666271807,16.0,16.0,35.199999999999996,1.0,697.96,980.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2019,1490,352,551,3827.0,20,12.0,50.0,320.0,2,0,4177.0,1928.0,174.0,1.488319019183952,3,18.80078510883889,1.3360430747147833,392,1954.0,18,3.0,2.0,107.0,2.164206326597091,0,352,526,3827.0,20,4.0,4.0,3955.0,1928.0,174.0,77.97452202563316,3,39.837058355755936,16.0,16.0,35.199999999999996,1.0,1021.1800000000001,1373.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2020,1367,387,575,4102.0,27,13.0,29.0,186.0,5,4,4475.0,1853.0,211.0,24.39969958927206,0,17.553904671741737,1.8591122538908278,479,2237.0,22,9.0,1.0,136.0,29.88074210420849,0,387,545,4102.0,27,6.0,3.0,4352.0,1855.0,211.0,89.70420634280825,0,141.06268646783423,16.0,16.0,35.2,0.0,1157.98,1544.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2021,1661,434,625,4756.0,27,13.0,41.0,358.0,6,1,4704.0,2361.0,221.0,61.17778896652358,1,25.19861600315573,2.3700201675884083,514,2137.0,24,15.0,0.0,133.0,-8.402779569208894,0,434,604,4749.0,27,2.0,1.0,4551.0,2349.0,221.0,144.99582677732613,1,30.870514237794072,18.0,18.0,39.6,0.0,1266.8400000000001,1700.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2022,1549,433,664,3966.0,17,17.0,46.0,340.0,5,2,4604.0,2058.0,189.0,-86.68155590684454,3,22.948893680393137,0.9710536613288607,434,1873.0,15,10.0,4.0,115.0,-12.491701513462914,2,433,635,3966.0,17,4.0,1.0,4487.0,2058.0,189.0,11.566967730766587,3,43.50166788304588,17.0,17.0,37.4,0.0,970.5400000000001,1403.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2023,1544,355,555,3430.0,18,12.0,42.0,286.0,8,4,4186.0,1669.0,173.0,-95.1944195171071,1,16.51106318559805,1.0565247236983388,471,2365.0,17,8.0,0.0,127.0,18.34445397482521,3,355,540,3430.0,18,2.0,0.0,3943.0,1669.0,173.0,-5.0043964818783415,1,173.50673854184555,17.0,17.0,37.4,0.0,976.7,1331.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2024,1597,374,543,3859.0,21,11.0,30.0,220.0,4,1,3697.0,1974.0,191.0,64.52634920272747,0,21.21598515638457,2.1361088666769192,463,2451.0,18,9.0,4.0,136.0,20.448928027453483,3,374,523,3859.0,21,5.0,4.0,3637.0,1972.0,191.0,109.59605451532238,0,52.62592061549135,17.0,17.0,37.4,1.0,1075.3600000000001,1449.3600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,2025,5678,427,649,4354.0,29,0.0,0.0,0.0,4,4,4660.0,2111.0,216.0,4.7595797736981815,1,17.688928001407856,0.0,366,1583.0,9,5.0,3.0,91.0,-21.504854023401514,0,427,617,4354.0,29,1.0,1.0,4450.0,2111.0,216.0,136.9355351435437,1,107.7588218930524,17.0,16.395705056394213,36.97699353947595,0.0,1077.8600000000001,1504.8600000000001,11.0,59.0,-399.0,-73.71667822721197,183.0,90.0,49.0,5.0,35.0,22.0,8.0,3.0,183.0,90.0,49.0,5.0,593.0,23.0,579.0,70.0,294.0,13.0,30.0,205.0,71.0,10.0,51.0,81.0,0.0,1.0,0.0,0.0,3.0,-6.0,9.0,13.0,2.0,127.0,900.0,9.0,4.0,1.0,13.0,10.0,19.0,217.0,79.0,1979.0,25.0,33.0,7.0,1.0,572.0,10.0,0.0,5.0,7.0,7.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1003.0,348.0,46.0,36.0,36.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,929.0,2927.0,21.0,4.0,6.0,3.0,17.0,29.0,312.0,0.0,2555.0
ATL,2006,1237,223,417,2682.0,21,15.0,47.0,311.0,5,1,4698.0,945.0,133.0,-71.29457579978657,0,10.307061027196783,1.2661730695592892,537,2939.0,9,8.0,3.0,134.0,23.56241181819823,0,223,223,2682.0,21,3.0,1.0,1737.0,945.0,133.0,211.18093650603444,0,105.46234282254426,16.0,16.0,35.199999999999996,0.0,893.38,1116.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,2007,1401,336,556,3573.0,18,16.0,46.0,270.0,5,2,3849.0,1740.0,161.0,-82.32721723854166,0,21.329860692412662,1.020854795261486,385,1520.0,7,5.0,3.0,73.0,-62.71548416630007,0,336,337,3573.0,18,4.0,3.0,1842.0,1740.0,161.0,240.04212188261167,0,144.3555596479232,16.0,16.0,35.199999999999996,0.0,826.22,1162.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,2008,1446,291,474,3639.0,18,13.0,20.0,113.0,2,1,4310.0,1409.0,171.0,81.92454555618427,1,15.312678713393682,2.49801212688971,584,2503.0,24,8.0,4.0,137.0,-22.56114311663701,0,291,291,3639.0,18,4.0,3.0,2230.0,1409.0,171.0,286.3198394753211,1,167.01911471189845,17.0,17.0,37.4,1.0,1051.76,1342.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
